,건물주소1,건물주소2,검사유효기간(시작일자),검사유효기간(종료일자),건물명,승강기고유번호,승강기종류,승강기상태,최초설치일자,설치일자,최대정원,정격속도,운행층수
0,서울특별시 강남구 압구정로30길 23,(신사동),20240313,20250312,미승빌딩,0099093,승객용,운행중,19920601,20000929,15,1.5,9
1,서울특별시 강남구 논현로175길 64,(신사동),20240729,20250128,유표빌딩,0071534,승객용,운행중,19911219,19911219,7,1,5
2,서울특별시 강남구 삼성로 212,(대치동),20240308,20240907,은마APT,0036067,승객용,운행중,19791009,19791009,13,1,14
3,서울특별시 강남구 삼성로 212,(대치동),20240307,20240906,은마APT,0036064,승객용,운행중,19791009,19791009,13,1,14
4,서울특별시 강남구 삼성로 212,(대치동),20240307,20240906,은마APT,0036063,승객용,운행중,19791009,19791009,13,1,14
5,서울특별시 강남구 삼성로 212,(대치동),20240307,20240906,은마APT,0036062,승객용,운행중,19791009,19791009,17,1,14
6,서울특별시 강남구 삼성로 212,(대치동),20240530,20241129,은마APT,0036069,승객용,운행중,19791009,19791009,13,1,14
7,서울특별시 강남구 봉은사로67길 28,(삼성동),20240130,20250129,프리즘빌딩,0099933,승객용,운행중,20021028,20240130,6,1,6
9,서울특별시 강남구 선릉로157길 15,(신사동),20240802,20250201,운헌빌딩,0009944,승객용,운행중,19930913,19930913,11,1,7
10,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009572,승객용,운행중,19930721,20160429,11,1.5,15
11,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009573,승객용,운행중,19930721,20160429,13,1.5,15
12,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009579,승객용,운행중,19930721,20160707,9,1.5,15
13,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009578,승객용,운행중,19930721,20160708,13,1.5,15
14,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009587,승객용,운행중,19930721,20160707,11,1.5,15
15,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009571,승객용,운행중,19930721,20160708,9,1.5,15
16,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009574,승객용,운행중,19930721,20160530,11,1.5,15
17,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009586,승객용,운행중,19930721,20160429,13,1.5,15
18,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009585,승객용,운행중,19930721,20160707,13,1.5,15
19,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009582,승객용,운행중,19930721,20160530,13,1.5,15
20,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009580,승객용,운행중,19930721,20160530,11,1.5,15
21,서울특별시 강남구 삼성로71길 16,(대치동),20240527,20250526,계봉빌딩,0033357,승객용,운행중,19901122,20210527,7,1,5
22,서울특별시 강남구 언주로98길 37,(역삼동),20230915,20240914,한음빌딩,0007497,승객용,운행중,19950601,20230915,8,1,7
23,서울특별시 강남구 압구정로10길 9,(신사동),20231207,20241206,대원빌딩(주)대원솔루션,0010669,승객용,운행중,19930601,20181207,10,1,7
24,서울특별시 강남구 압구정로30길 17,(신사동),20231216,20241215,이소니프라자,0008502,소방구조용,운행중,19970214,20220128,13,1.5,9
25,서울특별시 강남구 압구정로30길 17,(신사동),20231216,20241215,이소니프라자,0008501,소방구조/장애인용,운행중,19970214,20211217,13,1.5,9
26,서울특별시 강남구 도산대로17길 19,(신사동),20231220,20240619,온암빌딩,0009284,승객용,운행중지(검사연기),19910601,19910601,8,1,5
27,서울특별시 강남구 도산대로 176,(논현동),20240320,20240919,대광빌딩,0009661,승객용,운행중,19840914,19840914,13,1.25,7
28,서울특별시 강남구 강남대로122길 22,(논현동),20240802,20250801,미래빌딩,0066600,승객용,운행중,19970806,20210802,8,1,7
29,서울특별시 강남구 광평로56길 14,(수서동),20231214,20241213,하나빌딩,0011668,승객용,운행중,19960131,20181214,8,1,6
30,서울특별시 강남구 도산대로 176,(논현동),20240320,20240919,대광빌딩,0009662,승객용,운행중,19840914,19840914,13,1.25,7
31,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009577,승객용,운행중,19930721,20160530,15,1.5,15
32,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009581,승객용,운행중,19930721,20160429,11,1.5,15
33,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009583,승객용,운행중,19930721,20160429,13,1.5,15
34,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009584,승객용,운행중,19930721,20160530,15,1.5,15
35,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009588,승객용,운행중,19930721,20160530,13,1.5,15
38,서울특별시 강남구 영동대로71길 12,(대치동),20240125,20250124,대양빌딩,0009591,승객용,운행중,19920601,20180125,8,1,6
39,서울특별시 강남구 논현로131길 6,(논현동),20231206,20241205,우남빌딩,0010463,승객용,운행중,19920601,20191206,7,1,5
40,서울특별시 강남구 삼성로95길 10,(삼성동),20240120,20250119,핀업빌딩,0076781,승객용,운행중,19961028,20210120,8,1,7
41,서울특별시 강남구 봉은사로108길 39,(삼성동),20240624,20241223,준성빌딩,0066687,승객용,운행중,19890216,19890216,8,1,7
42,서울특별시 강남구 선릉로121길 45,(논현동),20230419,20240418,좋은사람 좋은집,0010375,승객용,운행중,20020302,20020302,8,1,5
43,서울특별시 강남구 언주로151길 7,(신사동),20240227,20250226,주성빌,0009996,장애인용,운행중,20020228,20020228,13,1.5,7
44,서울특별시 강남구 선릉로112길 74,(삼성동),20230911,20240910,그라나다,0066083,승객용,운행중,20020829,20020829,10,1,7
45,서울특별시 강남구 봉은사로51길 13,(논현동),20240329,20250328,K2하우스,0010470,승객용,운행중,20020313,20020313,8,1,4
46,서울특별시 강남구 역삼로25길 37,(역삼동),20231121,20241120,근도빌딩,0075137,승객용,운행중,20011108,20011108,9,1,5
47,서울특별시 강남구 강남대로128길 70,(논현동),20240317,20240916,건혁센터,0045184,승객용,운행중,19950601,19950601,8,1,5
50,서울특별시 강남구 언주로 727,(논현동),20240504,20250503,트리스빌딩,0009420,소방구조/장애인용,운행중,20020312,20220504,15,1.75,17
51,서울특별시 강남구 강남대로162길 27-6,(신사동),20231018,20241017,라제빌딩,0066990,승객용,운행중,20021018,20021018,11,1,7
52,서울특별시 강남구 영동대로 215,(대치동),20231227,20241226,일원빌딩,0009964,승객용,운행중,19900220,20181227,8,1,5
53,서울특별시 강남구 강남대로160길 37,(신사동),20231205,20241204,해성빌딩,0046849,승객용,운행중,20010907,20010907,9,1,4
54,서울특별시 강남구 강남대로 446,(역삼동),20231213,20241212,강남한웰빌딩,0077329,승객용,운행중,19840601,20011119,13,1,10
55,서울특별시 강남구 강남대로 446,(역삼동),20231213,20241212,강남한웰빌딩,0077330,승객용,운행중,19840102,20011119,13,1,10
56,서울특별시 강남구 역삼로17길 24,(역삼동),20230224,20240223,더스테이 역삼,0008760,승객용,운행중,20020204,20020204,10,1,5
57,서울특별시 강남구 삼성로71길 11-8,(대치동),20240329,20250328,대치타워,0087589,승객용,운행중,20030117,20030117,8,1,7
58,서울특별시 강남구 논현로 644,(논현동),20240327,20250326,지영빌딩,0066140,승객용,운행중,19871109,20000824,13,1,7
59,서울특별시 강남구 언주로151길 13,(신사동),20231120,20241119,계천빌딩,0033581,승객용,운행중,20030118,20231120,6,1,6
60,서울특별시 강남구 학동로11길 56,(논현동),20240331,20250330,백송빌딩,0009948,장애인용,운행중,20040220,20040220,13,1,5
61,서울특별시 강남구 삼성로104길 5,(삼성동),20240204,20250203,삼성그랑빌,0033746,장애인용,운행중,20050204,20050204,15,1,7
62,서울특별시 강남구 강남대로126길 50,(논현동),20231114,20241113,유로빌딩,0067734,승객용,운행중,20060526,20060526,8,1,5
63,서울특별시 강남구 학동로 135,(논현동),20240316,20250315,대은빌딩,0009818,승객용,운행중,20050316,20050316,13,1,5
64,서울특별시 강남구 논현로 648,(논현동),20230829,20240828,선기빌딩,0065335,장애인용,운행중,20060829,20060829,15,1,6
65,서울특별시 강남구 언주로90길 12,(역삼동),20230525,20240524,반석빌딩,0078849,장애인용,운행중,20080227,20080227,13,1,9
66,서울특별시 강남구 삼성로135길 42,(청담동),20231004,20241003,서울언북초등학교,0066909,장애/전망용,운행중,20071018,20071018,17,1,6
67,서울특별시 강남구 봉은사로30길 75,(역삼동),20230910,20240909,성연빌딩,0066546,승객용,운행중,20040910,20040910,8,1,5
68,서울특별시 강남구 개포로 508,(개포동),20240116,20250115,소망빌딩,0079130,승객용,운행중,19840906,20041008,13,1,7
69,서울특별시 강남구 삼성로120길 52-5,(삼성동),20231129,20241128,현대삼성동1차아파트,0065497,장애인용,운행중,20050824,20050824,15,1,8
70,서울특별시 강남구 삼성로120길 52-5,(삼성동),20231129,20241128,현대삼성동1차아파트,0065498,장애인용,운행중,20050824,20050824,15,1,8
71,서울특별시 강남구 강남대로154길 12,(신사동),20240426,20250425,풍전빌딩,0010147,승객용,운행중,19970204,20210426,7,1,4
72,서울특별시 강남구 도산대로23길 21,(신사동),20231027,20241026,진주빌딩,0010270,승객용,운행중,20050225,20050225,8,1,6
77,서울특별시 강남구 삼성로135길 42,(청담동),20231004,20241003,서울언북초등학교,0066907,장애인용,운행중,20071004,20071004,15,1,4
78,서울특별시 강남구 영동대로 101,(개포동),20240402,20250401,개원중학교,0010347,장애인용,운행중,20090224,20090224,15,1,4
79,서울특별시 강남구 언주로147길 36,(논현동),20240115,20250114,EX빌딩,0010106,승객용,운행중,20110303,20110303,10,1,4
80,서울특별시 강남구 도산대로23길 37,(신사동),20240306,20250305,리스빌,0072646,승객용,운행중,20130306,20130306,10,1,5
81,서울특별시 강남구 언주로168길 31,(신사동),20240328,20250327,위글위글집도산,0010266,승객용,운행중,20070328,20070328,8,1,3
82,서울특별시 강남구 도산대로17길 45,(신사동),20240422,20250421,학수정데이케어센터,0010660,장애인용,운행중,20100324,20100324,15,1,5
83,서울특별시 강남구 삼성로 212,(대치동),20240308,20240907,은마APT,0036068,승객용,운행중,19791009,19791009,13,1,14
84,서울특별시 강남구 삼성로 212,(대치동),20240619,20241218,은마APT,0036065,승객용,운행중,19791009,19791009,17,1,14
85,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009575,승객용,운행중,19930721,20160708,13,1.5,15
86,서울특별시 강남구 강남대로132길 60,(논현동),20240416,20241015,내성빌딩,0010105,승객용,운행중,19940601,19940601,6,1,6
87,서울특별시 강남구 도곡로 320,(도곡동),20240204,20250203,래미안도곡카운티,0056911,소방구조/장애인용,운행중,20120719,20120719,15,1.75,22
88,서울특별시 강남구 도곡로 320,(도곡동),20240204,20250203,래미안도곡카운티,0056912,소방구조/장애인용,운행중,20120719,20120719,17,1.75,22
89,서울특별시 강남구 도곡로 320,(도곡동),20240204,20250203,래미안도곡카운티,0056915,소방구조/장애인용,운행중,20120727,20120727,15,1.75,23
90,서울특별시 강남구 도곡로 320,(도곡동),20240204,20250203,래미안도곡카운티,0056921,소방구조/장애인용,운행중,20121005,20121005,17,1.75,21
91,서울특별시 강남구 도곡로 320,(도곡동),20240204,20250203,래미안도곡카운티,0056923,소방구조/장애인용,운행중,20120801,20120801,17,1.75,23
93,서울특별시 강남구 선릉로112길 86,(삼성동),20230925,20240924,JIS빌딩,0071879,승객용,운행중,20100929,20100929,8,1,5
94,서울특별시 강남구 논현로 656,(논현동),20240410,20250409,유건빌딩,0089838,승객용,운행중,20131125,20131125,15,1.5,12
95,서울특별시 강남구 삼성로135길 42,(청담동),20231004,20241003,서울언북초등학교,0066908,장애인용,운행중,20071018,20071018,17,1,3
96,서울특별시 강남구 테헤란로14길 13,(역삼동),20240411,20250410,이스턴아이,0072929,장애인용,운행중,20140214,20140214,15,1.5,8
97,서울특별시 강남구 강남대로132길 53,(논현동),20240306,20250305,성신빌딩,0010464,전망용,운행중,20070306,20070306,11,1,7
98,서울특별시 강남구 테헤란로14길 13,(역삼동),20240411,20250410,이스턴아이,0072645,소방구조/장애인용,운행중,20140225,20140225,15,1.5,16
99,서울특별시 강남구 삼성로 212,(대치동),20240328,20240927,은마APT,0036037,승객용,운행중,19791001,19791001,17,1,14
100,서울특별시 강남구 삼성로 212,(대치동),20240308,20240907,은마APT,0036066,승객용,운행중,19791009,19791009,13,1,14
101,서울특별시 강남구 삼성로 212,(대치동),20240530,20241129,은마APT,0036061,승객용,운행중,19791009,19791009,17,1,14
102,서울특별시 강남구 언주로 527,(역삼동),20240622,20250621,강남텔레피아,0010377,승객용,운행중,20010330,20010330,11,1.5,14
103,서울특별시 강남구 광평로19길 10,(수서동),20240613,20250612,수서10단지까치마을아파트,0009576,승객용,운행중,19930721,20160429,13,1.5,15
104,서울특별시 강남구 논현로 425,(역삼동),20240228,20250227,마이다스빌딩,0033046,승객용,운행중,20031203,20031203,11,1,7
105,서울특별시 강남구 삼성로 352,(대치동),20231121,20241120,창진빌딩,0100852,장애/전망용,운행중,20051111,20051111,15,1,9
106,서울특별시 강남구 강남대로 284,(도곡동),20240308,20260307,효성벤츠타워,0010260,자동차용,운행중,20040315,20040315,0,0.75,6
107,서울특별시 강남구 개포로 229,(개포동),20240508,20250507,엠&제이빌딩,0056907,승객용,운행중,20031208,20031208,8,1,6
110,서울특별시 강남구 논현로149길 53,(논현동),20240611,20241210,래성빌딩,0010389,승객용,운행중,19920601,19920601,8,1,5
111,서울특별시 강남구 논현로175길 25,(신사동),20240320,20250319,다보빌딩,0009859,승객용,운행중,19841101,20050303,13,1,6
112,서울특별시 강남구 논현로157길 13,(신사동),20240322,20250321,성지유빌딩,0009858,승객용,운행중,20040322,20040322,11,1,4
113,서울특별시 강남구 논현로167길 16,(신사동),20240828,20250227,삼구빌딩,0107517,승객용,운행중,19910601,19910601,11,1,7
114,서울특별시 강남구 테헤란로 211,(역삼동),20231224,20241223,(재)한국고등교육재단,0079198,승객용,운행중,20120828,20120828,17,3,21
115,서울특별시 강남구 테헤란로 211,(역삼동),20231224,20241223,(재)한국고등교육재단,0079199,장애인용,운행중,20120828,20120828,17,3,21
116,서울특별시 강남구 도곡로1길 25,(역삼동),20231106,20241105,강산빌딩(강산건설(주)),0079480,장애인용,운행중,20120925,20120925,17,1.5,12
117,서울특별시 강남구 헌릉로570길 34, (세곡동),20231203,20241202,리엔파크프라자,0079249,장애인용,운행중,20121113,20121113,15,1.5,7
118,서울특별시 강남구 학동로 지하 508,(청담동),20230831,20240830,서울교통공사7호선청담역,0056819,장애인용,운행중,20000731,20120817,15,0.75,2
119,서울특별시 강남구 언주로93길 32-3,(역삼동),20240327,20250326,KS빌,0079484,승객용,운행중,20121026,20121026,8,1,5
121,서울특별시 강남구 도산대로26길 16,(논현동),20240421,20250420,지유페이턴트하우스,0066158,승객용,운행중,19930601,20210421,7,1,6
122,서울특별시 강남구 도산대로 211,(신사동),20240802,20250201,동현빌딩,0078672,승객용,운행중,19940601,19940601,11,1,6
123,서울특별시 강남구 강남대로146길 25,(논현동),20230809,20240808,전원빌딩,0009037,승객용,운행중,19911201,20220809,12,1,7
124,서울특별시 강남구 테헤란로 419,(삼성동),20230808,20240807,강남파이낸스플라자,0034407,소방구조용,운행중,19940929,20160705,11,1.75,25
125,서울특별시 강남구 도곡로 219,(역삼동),20230921,20240920,우노무역(주),0066469,승객용,운행중,19940801,20200921,10,1,7
126,서울특별시 강남구 테헤란로 437,(삼성동),20240128,20250127,삼영빌딩,0067407,승객용,운행중,19930910,20210128,10,1.5,12
127,서울특별시 강남구 논현로 836,(신사동),20231226,20241225,(주)삼신다이아몬드,0007671,승객용,운행중,19941128,20191226,7,1,8
128,서울특별시 강남구 테헤란로70길 16,(대치동),20240608,20241207,동산빌딩,0077869,승객용,운행중,19940601,19940601,15,1,8
129,서울특별시 강남구 논현로38길 34,(도곡동),20240610,20241209,경향빌딩,0007942,승객용,운행중,19920601,19920601,6,1,7
130,서울특별시 강남구 언주로129길 15,(논현동),20240924,20250323,송원빌딩,0008839,승객용,운행중,19930601,19930601,6,1,4
131,서울특별시 강남구 도산대로 535,(청담동),20240216,20250215,용강빌딩,0008826,승객용,운행중,20110216,20110216,11,0.75,4
132,서울특별시 강남구 봉은사로1길 39,(논현동),20240722,20250721,유성빌딩,0011630,승객용,운행중,19920601,20110411,10,1,7
133,서울특별시 강남구 삼성로 434,(대치동),20240311,20250310,(주)익성,0009223,소방구조용,운행중,20101210,20101210,11,1.75,18
134,서울특별시 강남구 도산대로 536,(청담동),20221227,20231226,프리마호텔,0101022,승객용,운행중,19880601,20170615,17,2,11
135,서울특별시 강남구 도산대로 536,(청담동),20221230,20231229,프리마호텔,0101021,승객용,운행중,19880601,20170518,17,2,11
136,서울특별시 강남구 논현로163길 10,(신사동),20240416,20241015,베드로빌딩,0087579,승객용,운행중,19920625,19920625,11,1,9
137,서울특별시 강남구 압구정로28길 25,(신사동),20240612,20241211,동심빌딩,0079017,승객용,운행중,19910601,19910601,11,1,9
138,서울특별시 강남구 영동대로 702,(청담동),20240728,20250127,화천회관,0101619,승객용,운행중,19910608,19910608,15,1.5,11
139,서울특별시 강남구 선릉로132길 42,(청담동),20240214,20240813,청담현대빌라,0008519,승객용,운행중,19920601,19920601,8,1,7
140,서울특별시 강남구 테헤란로6길 7,(역삼동),20240915,20250314,동영빌딩,0008285,승객용,운행중,19920601,19920601,8,1,5
141,서울특별시 강남구 개포로 666,(일원동),20240218,20250217,해주빌딩,0007604,승객용,운행중,19910601,20210218,7,1,6
142,서울특별시 강남구 양재대로55길 29,(일원동),20231010,20241009,대평빌딩,0008089,승객용,운행중,19920601,20200923,7,1,6
143,서울특별시 강남구 강남대로 560,(논현동),20240615,20250614,삼익전자공업(주),0008154,장애인용,운행중,19921116,20210615,13,1.75,15
144,서울특별시 강남구 도산대로55길 49,(청담동),20240222,20250221,윤소미빌딩,0033788,승객용,운행중,19910601,20210222,8,1,8
145,서울특별시 강남구 논현로 338,(역삼동),20231224,20241223,(재)극동방송강남,0078632,승객용,운행중,19940601,20191224,13,1.5,11
146,서울특별시 강남구 강남대로136길 24,(논현동),20231101,20240430,힐튼하우스,0079507,승객용,운행중,19980221,19980221,15,1,5
147,서울특별시 강남구 영동대로106길 41,(삼성동),20231104,20240503,동영빌딩,0079259,승객용,운행중,19910601,19910601,8,1,5
149,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075152,승객용,운행중,19910601,19910601,20,1.75,6
150,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075148,승객용,운행중,19910601,19910601,20,2,13
151,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075146,화물용,운행중,19910601,19910601,0,0.75,4
152,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075143,승객용,운행중,19910601,19910601,20,2,9
153,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075149,승객용,운행중,19910601,19910601,20,2,11
154,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075151,소방구조용,운행중,19910601,19910601,20,2,13
155,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075153,승객용,운행중,19910601,19910601,20,1.75,7
156,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075155,승객용,운행중,19910601,19910601,6,1,7
157,서울특별시 강남구 선릉로145길 12,(논현동),20240216,20240815,현대빌딩,0034701,승객용,운행중,19920601,19920601,4,0.75,4
158,서울특별시 강남구 논현로149길 75,(논현동),20240503,20250502,유진빌딩,0065104,승객용,운행중,19900601,20190503,8,1,6
159,서울특별시 강남구 봉은사로 321,(논현동),20240115,20250114,대화빌딩,0077217,승객용,운행중,19920601,20210115,6,1,6
160,서울특별시 강남구 영동대로 720,(청담동),20240410,20250409,원일빌딩,0075852,승객용,운행중,19941027,20200410,15,1,11
161,서울특별시 강남구 역삼로 138,(역삼동),20240813,20250812,동광빌딩,0010552,승객용,운행중,19880601,20240813,7,1,7
162,서울특별시 강남구 선릉로 820,(청담동),20240201,20250131,남한강빌딩,0009001,승객용,운행중,19920601,20200227,8,1.5,10
163,서울특별시 강남구 역삼로3길 11,(역삼동),20240427,20250426,광성빌딩,0075737,승객용,운행중,19850601,20220427,7,1.5,12
164,서울특별시 강남구 역삼로3길 11,(역삼동),20240519,20250518,광성빌딩,0075738,승객용,운행중,19850601,20220519,7,1.5,12
165,서울특별시 강남구 논현로152길 10,(신사동),20231104,20241103,삼영빌딩,0057837,승객용,운행중,19910601,20201104,12,1,8
166,서울특별시 강남구 역삼로 558,(대치동),20240622,20250621,안양빌딩,0033768,승객용,운행중,19890302,20180622,13,1,9
167,서울특별시 강남구 삼성로64길 5,(대치동),20230907,20240906,대치현대아파트,0078085,장애인용,운행중,19990108,19990108,15,1,14
168,서울특별시 강남구 삼성로64길 5,(대치동),20230907,20240906,대치현대아파트,0078083,장애인용,운행중,19990108,19990108,15,1,15
169,서울특별시 강남구 삼성로64길 5,(대치동),20230907,20240906,대치현대아파트,0078084,장애인용,운행중,19990108,19990108,15,1,15
170,서울특별시 강남구 삼성로64길 5,(대치동),20240602,20241201,대치현대아파트,0078081,소방구조/장애인용,운행중,19990112,19990112,15,1.5,25
171,서울특별시 강남구 언주로30길 10,(도곡동),20240405,20250404,현대비전21 상가오피스텔,0072233,승객화물용,운행중,19990319,20130523,24,1.5,13
172,서울특별시 강남구 선릉로93길 18,(역삼동),20240323,20240922,일도산업(주)(신성프라자),0008284,장애인용,운행중,19970220,19970220,15,1,8
173,서울특별시 강남구 테헤란로 226,(역삼동),20240627,20250626,태왕빌딩,0033974,승객용,운행중,19910601,20220627,8,1.5,12
174,서울특별시 강남구 도산대로101길 29,(청담동),20231031,20241030,청담현대3차아파트,0033449,장애인용,운행중,19990211,19990211,15,1,12
175,서울특별시 강남구 도산대로101길 29,(청담동),20231117,20241116,청담현대3차아파트,0033450,장애인용,운행중,19990211,19990211,15,1,12
176,서울특별시 강남구 도산대로101길 29,(청담동),20231109,20241108,청담현대3차아파트,0033451,소방구조/장애인용,운행중,19990211,19990211,15,1.5,18
177,서울특별시 강남구 도산대로101길 29,(청담동),20231013,20241012,청담현대3차아파트,0033454,소방구조/장애인용,운행중,19990212,19990212,15,1.5,26
178,서울특별시 강남구 도산대로101길 29,(청담동),20231021,20241020,청담현대3차아파트,0033453,소방구조/장애인용,운행중,19990212,19990212,15,1.5,26
179,서울특별시 강남구 언주로30길 10,(도곡동),20240405,20250404,현대비전21 상가오피스텔,0034820,소방구조용,운행중,19990319,20200910,7,1.75,15
180,서울특별시 강남구 언주로 211,(도곡동),20231030,20241029,강남세브란스병원,0008684,병원용,운행중,19821112,20180109,24,1,11
181,서울특별시 강남구 삼성로140길 35,(청담동),20240427,20241026,연세청담파크빌,0011270,장애인용,운행중,19990331,19990331,15,1,10
182,서울특별시 강남구 도산대로96길 39,(청담동),20240614,20241213,삼성청담공원아파트,0034501,장애인용,운행중,19990330,19990330,15,1,13
183,서울특별시 강남구 논현로132길 9,(논현동),20240302,20250301,케이에이치 정보교육원 마루빌딩,0010275,장애인용,운행중,19990331,19990331,11,1,8
184,서울특별시 강남구 선릉로 323,(역삼동),20231224,20241223,샘클리닉센터,0057449,전망용,운행중,20131224,20131224,11,1,8
185,서울특별시 강남구 도산대로96길 39,(청담동),20240615,20241214,삼성청담공원아파트,0034506,장애인용,운행중,19990331,19990331,15,1,12
186,서울특별시 강남구 도산대로96길 39,(청담동),20240615,20241214,삼성청담공원아파트,0034504,장애인용,운행중,19990331,19990331,15,1,15
187,서울특별시 강남구 언주로30길 10,(도곡동),20240117,20250116,현대비전21 상가오피스텔,0107458,장애인용,운행중,19990319,20140711,17,1.75,14
188,서울특별시 강남구 삼성로120길 6,(삼성동),20240319,20240918,심포니하우스,0033936,장애인용,운행중,19980217,19980217,13,1,11
189,서울특별시 강남구 언주로 118,(도곡동),20240502,20241101,우성캐릭터199아파트,0034649,소방구조용,운행중,19980415,19980415,17,2,25
190,서울특별시 강남구 선릉로130길 19,(삼성동),20231105,20241104,삼성동서광아파트,0034770,소방구조용,운행중,19980409,20211105,13,1.75,20
191,서울특별시 강남구 학동로11길 20-10,(논현동),20230723,20240722,신동아빌라,0034751,승객용,운행중,19940801,20200723,12,1,5
192,서울특별시 강남구 학동로 318,(논현동),20240203,20250202,유경빌딩,0108230,승객용,운행중,19880601,20150306,17,1.75,11
193,서울특별시 강남구 강남대로156길 24,(신사동),20230707,20240706,유진빌딩,0033374,승객용,운행중,19921101,20210707,6,1,4
194,서울특별시 강남구 강남대로 320,(역삼동),20231023,20241022,황화빌딩,0035586,소방구조용,운행중,19910601,20201023,13,1.5,24
195,서울특별시 강남구 강남대로 320,(역삼동),20230826,20240825,황화빌딩,0057673,승객용,운행중,20041220,20200826,15,1.75,23
196,서울특별시 강남구 개포로 210,(개포동),20240813,20250812,충의빌딩,0008652,승객용,운행중,19920915,20210813,7,1,5
197,서울특별시 강남구 선릉로 555,(역삼동),20240219,20240818,선릉빌딩,0008438,승객용,운행중,19920601,19920601,8,1,8
198,서울특별시 강남구 선릉로152길 17,(청담동),20240829,20250828,아시아청담,0008560,승객용,운행중,19900101,20240829,7,1,8
199,서울특별시 강남구 테헤란로103길 6,(삼성동),20240817,20250816,한진빌딩,0093661,승객용,운행중,19871203,20140728,15,1,6
200,서울특별시 강남구 삼성로 524,(삼성동),20230712,20240711,세화빌딩,0079256,승객용,운행중,19920601,20190712,17,1,8
201,서울특별시 강남구 논현로75길 5-4,(역삼동),20240703,20250702,CH빌딩,0075740,승객용,운행중,19920601,20200703,8,1,7
202,서울특별시 강남구 압구정로 440,(청담동),20230923,20240922,삼아빌딩,0009855,전망용,운행중,19920601,20200923,10,1,9
203,서울특별시 강남구 언주로 548,(역삼동),20240520,20250519,킴스빌딩,0057937,승객용,운행중,19900601,20210520,7,1,5
204,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075141,승객용,운행중,19910601,19910601,20,2,9
205,서울특별시 강남구 테헤란로 202,(역삼동),20240723,20250122,한국은행 강남본부,0075142,승객용,운행중,19910601,19910601,20,2,9
206,서울특별시 강남구 개포로 227,(개포동),20230922,20240921,삼봉빌딩,0010286,승객용,운행중,19910604,20170922,6,1,6
207,서울특별시 강남구 봉은사로 328,(역삼동),20240405,20250404,창일빌딩,0009801,승객용,운행중,19851129,20210405,7,1,5
208,서울특별시 강남구 도산대로 450,(청담동),20240522,20250521,로엔플레이스,0067940,승객용,운행중,19911114,20230522,4,1,4
209,서울특별시 강남구 논현로152길 30,(신사동),20240604,20250603,한송빌딩,0066486,승객용,운행중,19910422,20160718,8,1,5
210,서울특별시 강남구 언주로116길 24,(논현동),20240408,20250407,호원빌딩,0057525,승객용,운행중,19910608,20210408,7,1,5
211,서울특별시 강남구 강남대로118길 43,(논현동),20240217,20250216,시화빌딩,0033639,승객용,운행중,19920329,20200217,10,1,7
212,서울특별시 강남구 봉은사로 177,(논현동),20240710,20250109,오해븐빌딩,0072890,승객용,운행중,19831207,19831207,8,1,6
213,서울특별시 강남구 도곡로 526,(대치동),20231216,20241215,남평빌딩,0105470,승객용,운행중,19940604,20201216,8,1,5
