,address1,address2,applcBeDt,applcEnDt,buldNm,elevatorNo,elvtrAsignNo,elvtrDetailForm,elvtrDiv,elvtrForm,elvtrKindNm,elvtrSttsNm,frstInstallationDe,inspctInsttNm,installationDe,installationPlace,liveLoad,mnfcturcpnynm,ratedCap,ratedSpeed,shuttleFloorCnt,sido,sigungu
2006,서울특별시 강남구 도산대로85길 50-14," (청담동, 청담대우맴버스카운티7차)",20240315,20250314,청담대우멤버스카운티7차,0010271,1,VVVF,엘리베이터,권상식,장애인용,운행중,20040206,서울강남지사,20040206,701-1,900,현대엘리베이터(주),13,1,6,서울,강남구
2007,서울특별시 강남구 도산대로87길 38,"(청담동, 청담대우멤버스카운티6차)",20240315,20250314,청담대우멤버스카운티6차,0010634,1,VVVF,엘리베이터,권상식,장애인용,운행중,20040206,서울강남지사,20040206,601,900,현대엘리베이터(주),13,1,6,서울,강남구
2008,서울특별시 강남구 논현로 823,(신사동),20231119,20241118,B&S빌딩,0075519,1,VVVF,엘리베이터,권상식,장애/전망용,운행중,20041119,서울강남지사,20041119,1-1,750,오티스엘리베이터(유)창원공장,11,1,6,서울,강남구
2009,서울특별시 강남구 삼성로85길 43,(대치동),20240122,20250121,호성빌딩,0056944,1,VVVF,엘리베이터,권상식,전망용,운행중,20041206,서울강남지사,20041206,1-1,600,현대엘리베이터(주),9,1,8,서울,강남구
2010,서울특별시 강남구 학동로11길 13,(논현동),20231208,20241207,브라운스톤로얄스위트논현,0078854,1,VVVF,엘리베이터,권상식,장애인용,운행중,20041208,서울강남지사,20041208,1-1,1000,오티스엘리베이터(유)창원공장,15,1,6,서울,강남구
2011,서울특별시 강남구 학동로11길 13,(논현동),20231208,20241207,브라운스톤로얄스위트논현,0078855,2,VVVF,엘리베이터,권상식,장애인용,운행중,20041208,서울강남지사,20041208,1-2,1000,오티스엘리베이터(유)창원공장,15,1,7,서울,강남구
2012,서울특별시 강남구 봉은사로104길 10,(삼성동),20240730,20250729,아이큐어타워,0077144,1,VVVF,엘리베이터,권상식,장애인용,운행중,20041126,서울강남지사,20190730,1-1,1150,현대엘리베이터(주),15,1,9,서울,강남구
2013,서울특별시 강남구 역삼로65길 20,(대치동),20231202,20241201,명우빌딩,0076931,1,VVVF,엘리베이터,권상식,승객용,운행중,20041202,서울강남지사,20041202,1-1,600,오티스엘리베이터(유)창원공장,9,1,6,서울,강남구
2014,서울특별시 강남구 남부순환로363길 11,(도곡동),20240211,20250210,동신빌딩,0078276,1,VVVF,엘리베이터,권상식,승객용,운행중,20041221,서울강남지사,20041221,1-1,550,현대엘리베이터(주),8,1,5,서울,강남구
2015,서울특별시 강남구 강남대로 240,(도곡동),20230920,20240919,양재 SK 허브 프리모,0067888,6,VVVF,엘리베이터,권상식,장애인용,운행중,20050127,서울강남지사,20050127,1-6,1000,한국미쓰비시엘리베이터(주)(서울),15,1.5,8,서울,강남구
2016,서울특별시 강남구 선릉로69길 20,(역삼동),20231017,20241016,역삼e-편한세상,0067085,5,VVVF,엘리베이터,권상식,장애/승객화물용,운행중,20050106,서울강남지사,20050106,103-1,1000,오티스엘리베이터(유)창원공장,15,1.75,17,서울,강남구
2017,서울특별시 강남구 선릉로69길 20,(역삼동),20231017,20241016,역삼e-편한세상,0067086,6,VVVF,엘리베이터,권상식,장애/승객화물용,운행중,20050106,서울강남지사,20050106,103-2,1000,오티스엘리베이터(유)창원공장,15,1.75,17,서울,강남구
2018,서울특별시 강남구 선릉로69길 20,(역삼동),20231017,20241016,역삼e-편한세상,0067089,9,VVVF,엘리베이터,권상식,장애/승객화물용,운행중,20050106,서울강남지사,20050106,105-1,1000,오티스엘리베이터(유)창원공장,15,1.75,17,서울,강남구
2019,서울특별시 강남구 선릉로69길 20,(역삼동),20231017,20241016,역삼e-편한세상,0067090,10,VVVF,엘리베이터,권상식,장애/승객화물용,운행중,20050106,서울강남지사,20050106,105-2,1000,오티스엘리베이터(유)창원공장,15,1.75,17,서울,강남구
2020,서울특별시 강남구 선릉로69길 20,(역삼동),20231017,20241016,역삼e-편한세상,0067081,1,VVVF,엘리베이터,권상식,소방구조/장애/승객화물,운행중,20050106,서울강남지사,20050106,101-1,1000,오티스엘리베이터(유)창원공장,15,1.75,18,서울,강남구
2021,서울특별시 강남구 선릉로69길 20,(역삼동),20231017,20241016,역삼e-편한세상,0067093,13,VVVF,엘리베이터,권상식,장애/승객화물용,운행중,20050106,서울강남지사,20050106,107-1,1000,오티스엘리베이터(유)창원공장,15,1.75,18,서울,강남구
2022,서울특별시 강남구 선릉로69길 20,(역삼동),20231017,20241016,역삼e-편한세상,0067094,14,VVVF,엘리베이터,권상식,장애/승객화물용,운행중,20050107,서울강남지사,20050107,107-2,1000,오티스엘리베이터(유)창원공장,15,1.75,18,서울,강남구
2023,서울특별시 강남구 선릉로69길 20,(역삼동),20231025,20241024,역삼e-편한세상,0067100,20,VVVF,엘리베이터,권상식,소방구조/장애/승객화물,운행중,20050107,서울강남지사,20050107,111-1,1000,오티스엘리베이터(유)창원공장,15,1.75,19,서울,강남구
2024,서울특별시 강남구 선릉로69길 20,(역삼동),20231018,20241017,역삼e-편한세상,0067102,22,VVVF,엘리베이터,권상식,소방구조/장애/승객화물,운행중,20050107,서울강남지사,20050107,112-1,1000,오티스엘리베이터(유)창원공장,15,1.75,19,서울,강남구
2025,서울특별시 강남구 선릉로69길 20,(역삼동),20231018,20241017,역삼e-편한세상,0067097,17,VVVF,엘리베이터,권상식,소방구조/장애/승객화물,운행중,20050107,서울강남지사,20050107,109-2,1000,오티스엘리베이터(유)창원공장,15,1.75,20,서울,강남구
2026,서울특별시 강남구 압구정로 113,(압구정동),20240117,20250116,압구정미성2차APT,0076360,20,VVVF,엘리베이터,권상식,승객용,운행중,19820601,서울강남지사,20041215,29-B,1150,현대엘리베이터(주),17,1,17,서울,강남구
2027,서울특별시 강남구 논현로 168,(도곡동),20231230,20241229,은하수빌딩,0079129,1,VVVF,엘리베이터,권상식,승객용,운행중,20041230,서울강남지사,20041230,1-1,700,오티스엘리베이터(유)창원공장,10,1,8,서울,강남구
2028,서울특별시 강남구 도산대로15길 6,(신사동),20240119,20250118,대화빌딩,0008178,1,VVVF,엘리베이터,권상식,승객용,운행중,20041223,서울강남지사,20041223,1-1,450,오티스엘리베이터(유)창원공장,6,1,5,서울,강남구
2029,서울특별시 강남구 테헤란로 606,(대치동),20231230,20241229,파크하얏트호텔,0101884,1,VVVF,엘리베이터,권상식,승객용,운행중,20041230,서울강남지사,20041230,1-1,1350,현대엘리베이터(주),20,4,21,서울,강남구
2030,서울특별시 강남구 테헤란로 606,(대치동),20231230,20241229,파크하얏트호텔,0101885,2,VVVF,엘리베이터,권상식,승객용,운행중,20041230,서울강남지사,20041230,1-2,1350,현대엘리베이터(주),20,4,21,서울,강남구
2031,서울특별시 강남구 테헤란로 606,(대치동),20231230,20241229,파크하얏트호텔,0101887,4,VVVF,엘리베이터,권상식,장애인용,운행중,20041230,서울강남지사,20041230,1-4,1150,현대엘리베이터(주),17,4,6,서울,강남구
2032,서울특별시 강남구 테헤란로 606,(대치동),20231230,20241229,파크하얏트호텔,0101888,5,VVVF,엘리베이터,권상식,승객용,운행중,20041230,서울강남지사,20041230,1-5,1150,현대엘리베이터(주),17,4,6,서울,강남구
2033,서울특별시 강남구 봉은사로 413,(삼성동),20240114,20250113,백영삼릉빌딩,0078700,2,VVVF,엘리베이터,권상식,승객용,운행중,20050114,서울강남지사,20050114,1-2,900,오티스엘리베이터(유)창원공장,13,1,10,서울,강남구
2034,서울특별시 강남구 봉은사로 413,(삼성동),20240114,20250113,백영삼릉빌딩,0078699,1,VVVF,엘리베이터,권상식,장애인용,운행중,20050114,서울강남지사,20050114,1-1,900,오티스엘리베이터(유)창원공장,13,1,11,서울,강남구
2035,서울특별시 강남구 논현로131길 34,(논현동),20240320,20250319,조은빌딩,0010736,1,VVVF,엘리베이터,권상식,승객용,운행중,20050228,서울강남지사,20050228,1-1,550,현대엘리베이터(주),8,1,6,서울,강남구
2036,서울특별시 강남구 압구정로30길 75,(신사동),20231025,20241024,수정빌딩,0075795,1,VVVF,엘리베이터,권상식,승객용,운행중,20041209,서울강남지사,20041209,1-1,550,오티스엘리베이터(유)창원공장,8,1,5,서울,강남구
2037,서울특별시 강남구 도곡로2길 13,(도곡동),20240115,20250114,예인빌딩,0007915,1,VVVF,엘리베이터,권상식,승객용,운행중,20041209,서울강남지사,20041209,1-1,550,현대엘리베이터(주),8,1,4,서울,강남구
2038,서울특별시 강남구 봉은사로30길 24,(역삼동),20240118,20250117,월성빌딩,0008376,1,VVVF,엘리베이터,권상식,승객용,운행중,20041006,서울강남지사,20041006,1-1,550,오티스엘리베이터(유)창원공장,8,1,5,서울,강남구
2039,서울특별시 강남구 봉은사로112길 23,(삼성동),20240520,20250519,삼성빌딩,0075848,1,VVVF,엘리베이터,권상식,승객용,운행중,20041022,서울강남지사,20041022,1-1,600,오티스엘리베이터(유)창원공장,9,1,7,서울,강남구
2040,서울특별시 강남구 봉은사로4길 36,(역삼동),20231004,20241003,운현빌딩,0075364,1,VVVF,엘리베이터,권상식,승객용,운행중,20041004,서울강남지사,20041004,1-1,550,오티스엘리베이터(유)창원공장,8,1,5,서울,강남구
2041,서울특별시 강남구 남부순환로 지하 2952,(대치동),20231020,20241019,서울교통공사3호선대치역,0099954,6,VVVF,엘리베이터,권상식,장애인용,운행중,20041228,서울강남지사,20041228,7번출구-1,1000,(주)송산특수엘리베이터,15,0.75,2,서울,강남구
2042,서울특별시 강남구 강남대로94길 9,(역삼동),20231015,20241014,크리스탈빌딩,0075169,1,VVVF,엘리베이터,권상식,승객용,운행중,20041006,서울강남지사,20041006,1-1,550,오티스엘리베이터(유)창원공장,8,1,6,서울,강남구
2043,서울특별시 강남구 논현로18길 10-20,(개포동),20231031,20241030,BK빌딩,0045196,1,VVVF,엘리베이터,권상식,승객용,운행중,20041013,서울강남지사,20041013,1-1,550,오티스엘리베이터(유)창원공장,8,1,6,서울,강남구
2044,서울특별시 강남구 테헤란로 117,(역삼동),20240719,20250718,KB손해보험빌딩,0067534,4,VVVF,엘리베이터,권상식,승객용,운행중,20051026,서울강남지사,20051026,1-4,1600,티케이엘리베이터코리아(주),24,3.5,21,서울,강남구
2045,서울특별시 강남구 강남대로84길 8,(역삼동),20230928,20240927,삼성(우인)빌딩,0075365,1,VVVF,엘리베이터,권상식,장애/전망용,운행중,20050928,서울강남지사,20050928,1-1,1000,현대엘리베이터(주),15,1.5,14,서울,강남구
2046,서울특별시 강남구 선릉로161길 17,(신사동),20231012,20241011,대양빌딩,0067965,1,VVVF,엘리베이터,권상식,전망용,운행중,20051012,서울강남지사,20051012,1-1,700,오티스엘리베이터(유)창원공장,10,1,4,서울,강남구
2047,서울특별시 강남구 강남대로 272,(도곡동),20240117,20250116,도곡푸르지오102동,0007900,2,VVVF,엘리베이터,권상식,장애인용,운행중,20060117,서울강남지사,20060117,오피스텔,1000,한국미쓰비시엘리베이터(주)(인천),15,1,18,서울,강남구
2048,서울특별시 강남구 봉은사로49길 7,(논현동),20231010,20241009,대양빌딩,0067718,1,VVVF,엘리베이터,권상식,장애인용,운행중,20051010,서울강남지사,20051010,1-1,750,한국미쓰비시엘리베이터(주)(서울),11,1.5,7,서울,강남구
2049,서울특별시 강남구 역삼로77길 23,(대치동),20231214,20241213,성도빌딩,0077752,1,VVVF,엘리베이터,권상식,승객용,운행중,20051214,서울강남지사,20051214,1-1,900,한국미쓰비시엘리베이터(주)(인천),13,1,6,서울,강남구
2050,서울특별시 강남구 선릉로132길 17,(청담동),20231125,20241124,대승빌딩,0077443,1,VVVF,엘리베이터,권상식,승객용,운행중,20051013,서울강남지사,20051013,1-1,350,(주)새한엘리베이터,5,0.75,2,서울,강남구
2051,서울특별시 강남구 논현로131길 20,(논현동),20231208,20241207,HC하우스,0013700,1,VVVF,엘리베이터,권상식,장애인용,운행중,20051208,서울강남지사,20051208,1-1,750,현대엘리베이터(주),11,1,6,서울,강남구
2052,서울특별시 강남구 도산대로30길 34,(논현동),20231027,20241026,꾸메하임,0075170,1,VVVF,엘리베이터,권상식,승객용,운행중,20051007,서울강남지사,20051007,1-1,550,오티스엘리베이터(유)창원공장,8,1,6,서울,강남구
2053,서울특별시 강남구 도산대로37길 19,(신사동),20231024,20241023,티엔티빌딩,0076018,1,VVVF,엘리베이터,권상식,승객용,운행중,20051024,서울강남지사,20051024,1-1,750,한국미쓰비시엘리베이터(주)(인천),11,1,10,서울,강남구
2054,서울특별시 강남구 언주로 640,(논현동),20240121,20250120,임피리얼 팰리스호텔,0056976,9,VVVF,엘리베이터,권상식,승객용,운행중,20050725,서울강남지사,20050725,1-9,750,오티스엘리베이터(유)창원공장,11,1,4,서울,강남구
2055,서울특별시 강남구 도산대로11길 42,(신사동),20231215,20241214,추헌빌딩,0079377,1,VVVF,엘리베이터,권상식,승객용,운행중,20051215,서울강남지사,20051215,1-1,750,오티스엘리베이터(유)창원공장,11,1,6,서울,강남구
2056,서울특별시 강남구 도곡로99길 16,(대치동),20231212,20241211,로얄포레빌딩,0101644,1,VVVF,엘리베이터,권상식,장애인용,운행중,20051212,서울강남지사,20051212,1-1,900,오티스엘리베이터(유)창원공장,13,1,6,서울,강남구
2057,서울특별시 강남구 도산대로 310,(논현동),20231024,20241023,916빌딩(주)오리온홀딩스,0099793,1,VVVF,엘리베이터,권상식,승객용,운행중,19890601,서울강남지사,20051017,1-1,1350,오티스엘리베이터(유)창원공장,20,1.75,12,서울,강남구
2058,서울특별시 강남구 논현로171길 15,(신사동),20231028,20241027,카로시티1,0067819,1,VVVF,엘리베이터,권상식,장애인용,운행중,20051028,서울강남지사,20051028,1-1,1150,현대엘리베이터(주),17,1,6,서울,강남구
2059,서울특별시 강남구 논현로 562,(역삼동),20240216,20250215,동극빌딩,0009137,1,VVVF,엘리베이터,권상식,장애인용,운행중,20060216,서울강남지사,20060216,1-1,1000,오티스엘리베이터(유)창원공장,15,1,10,서울,강남구
2060,서울특별시 강남구 압구정로30길 62,(신사동),20231117,20241116,클리오사옥,0077319,1,VVVF,엘리베이터,권상식,승객용,운행중,20051117,서울강남지사,20051117,1-1,550,오티스엘리베이터(유)창원공장,8,1,8,서울,강남구
2061,서울특별시 강남구 논현로76길 25,(역삼동),20231116,20241115,유경빌딩,0077126,1,VVVF,엘리베이터,권상식,장애인용,운행중,20051116,서울강남지사,20051116,1-1,900,오티스엘리베이터(유)창원공장,13,1,6,서울,강남구
2062,서울특별시 강남구 도산대로 220,(논현동),20230914,20240913,엠포리아,0056925,2,VVVF,엘리베이터,권상식,장애인용,운행중,20051213,서울강남지사,20220914,1-2,1000,오티스엘리베이터(유)서울,13,1.75,16,서울,강남구
2063,서울특별시 강남구 압구정로79길 38,(청담동),20240624,20250623,데오빌로빌딩,0066824,1,VVVF,엘리베이터,권상식,승객용,운행중,19910601,서울강남지사,20051008,1-1,550,유원엘리베이터(주),8,1,6,서울,강남구
2064,서울특별시 강남구 언주로107길 38,(역삼동),20231103,20241102,신영빌딩,0077079,1,VVVF,엘리베이터,권상식,승객용,운행중,20051103,서울강남지사,20051103,1-1,550,오티스엘리베이터(유)창원공장,8,1,5,서울,강남구
2065,서울특별시 강남구 학동로38길 25,(논현동),20231222,20241221,한솔빌딩2차,0078689,1,VVVF,엘리베이터,권상식,승객용,운행중,20051222,서울강남지사,20051222,1-1,600,오티스엘리베이터(유)창원공장,9,1,7,서울,강남구
2066,서울특별시 강남구 개포로 303,(개포동),20240322,20250321,개포현대1차아파트,0008331,8,VVVF,엘리베이터,권상식,승객용,운행중,19840423,서울강남지사,20070428,103-2,700,오티스엘리베이터(유)창원공장,10,1.5,11,서울,강남구
2067,서울특별시 강남구 개포로 303,(개포동),20240322,20250321,개포현대1차아파트,0008335,12,VVVF,엘리베이터,권상식,승객용,운행중,19840423,서울강남지사,20070428,105-1,700,오티스엘리베이터(유)창원공장,10,1.5,11,서울,강남구
2068,서울특별시 강남구 선릉로 120,(대치동),20240425,20250424,"개포1,2차우성APT",0035295,7,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070430,3-2,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2069,서울특별시 강남구 선릉로 120,(대치동),20240426,20250425,"개포1,2차우성APT",0035302,14,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070430,7-2,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2070,서울특별시 강남구 선릉로 120,(대치동),20240426,20250425,"개포1,2차우성APT",0035305,17,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070430,8-1,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2071,서울특별시 강남구 선릉로 120,(대치동),20240427,20250426,"개포1,2차우성APT",0035308,20,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070430,9-1,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2072,서울특별시 강남구 선릉로 120,(대치동),20240425,20250424,"개포1,2차우성APT",0035291,3,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070515,1-3,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2073,서울특별시 강남구 선릉로 120,(대치동),20240425,20250424,"개포1,2차우성APT",0035293,5,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070515,2-2,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2074,서울특별시 강남구 선릉로 120,(대치동),20240428,20250427,"개포1,2차우성APT",0035315,31,VVVF,엘리베이터,권상식,승객용,운행중,19841215,서울강남지사,20070515,13-1,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2075,서울특별시 강남구 선릉로 120,(대치동),20240428,20250427,"개포1,2차우성APT",0035321,37,VVVF,엘리베이터,권상식,승객용,운행중,19841215,서울강남지사,20070515,15-2,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2076,서울특별시 강남구 언주로 332,(역삼동),20231201,20241130,역삼푸르지오아파트,0076906,6,VVVF,엘리베이터,권상식,장애인용,운행중,20050202,서울강남지사,20050202,103-2,1000,티케이엘리베이터코리아(주),15,1.5,17,서울,강남구
2077,서울특별시 강남구 언주로 332,(역삼동),20231201,20241130,역삼푸르지오아파트,0076908,7,VVVF,엘리베이터,권상식,장애인용,운행중,20050202,서울강남지사,20050202,104-1,1000,티케이엘리베이터코리아(주),15,1.5,17,서울,강남구
2078,서울특별시 강남구 학동로21길 54,(논현동),20240124,20250123,OKF빌딩,0008156,1,VVVF,엘리베이터,권상식,승객용,운행중,20070124,서울강남지사,20070124,1-1,700,오티스엘리베이터(유)서울,10,1,5,서울,강남구
2079,서울특별시 강남구 선릉로 222,(대치동),20240623,20250622,대치I-PARK아파트,0045011,1,VVVF,엘리베이터,권상식,소방구조/장애인용,운행중,20060914,서울강남지사,20060914,101-1,1000,현대엘리베이터(주),15,1.5,20,서울,강남구
2080,서울특별시 강남구 강남대로 578,(논현동),20240403,20250402,성현빌딩,0011954,2,VVVF,엘리베이터,권상식,승객용,운행중,19870912,서울강남지사,20070502,1-2,550,티케이엘리베이터코리아(주),8,1,11,서울,강남구
2081,서울특별시 강남구 테헤란로 123,(역삼동),20240420,20250419,여삼빌딩,0010824,2,VVVF,엘리베이터,권상식,장애인용,운행중,19850601,서울강남지사,20070502,1-2,1150,티케이엘리베이터코리아(주),17,2,17,서울,강남구
2082,서울특별시 강남구 삼성로 150,(대치동),20240124,20250123,미도아파트,0010042,42,VVVF,엘리베이터,권상식,승객용,운행중,19850601,서울강남지사,20070323,203-1,550,현대엘리베이터(주),8,1,14,서울,강남구
2083,서울특별시 강남구 삼성로 150,(대치동),20240123,20250122,미도아파트,0010025,25,VVVF,엘리베이터,권상식,승객용,운행중,19850601,서울강남지사,20070525,109-1,550,현대엘리베이터(주),8,1,14,서울,강남구
2084,서울특별시 강남구 삼성로 150,(대치동),20240125,20250124,미도아파트,0010062,62,VVVF,엘리베이터,권상식,승객용,운행중,19850601,서울강남지사,20070525,209-4,550,현대엘리베이터(주),8,1,14,서울,강남구
2085,서울특별시 강남구 삼성로 150,(대치동),20240126,20250125,미도아파트,0010070,70,VVVF,엘리베이터,권상식,승객용,운행중,19850601,서울강남지사,20070525,211-4,550,현대엘리베이터(주),8,1,14,서울,강남구
2086,서울특별시 강남구 강남대로 320,(역삼동),20240423,20250422,황화빌딩,0035584,4,VVVF,엘리베이터,권상식,승객용,운행중,19910601,서울강남지사,20070531,1-4,1150,오티스엘리베이터(유)창원공장,17,1.75,20,서울,강남구
2087,서울특별시 강남구 선릉로 120,(대치동),20240426,20250425,"개포1,2차우성APT",0035304,16,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070615,7-4,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2088,서울특별시 강남구 선릉로 120,(대치동),20240427,20250426,"개포1,2차우성APT",0035309,21,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070615,9-2,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2089,서울특별시 강남구 선릉로 120,(대치동),20240427,20250426,"개포1,2차우성APT",0035310,22,VVVF,엘리베이터,권상식,승객용,운행중,19831217,서울강남지사,20070615,10-1,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2090,서울특별시 강남구 선릉로 120,(대치동),20240427,20250426,"개포1,2차우성APT",0035313,25,VVVF,엘리베이터,권상식,승객용,운행중,19841215,서울강남지사,20070615,11-2,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2091,서울특별시 강남구 선릉로 120,(대치동),20240428,20250427,"개포1,2차우성APT",0035316,32,VVVF,엘리베이터,권상식,승객용,운행중,19841215,서울강남지사,20070615,13-2,550,현대엘리베이터(주),8,1.5,15,서울,강남구
2092,서울특별시 강남구 논현로 507,(역삼동),20231221,20241220,성지하이츠3차,0076324,4,VVVF,엘리베이터,권상식,승객용,운행중,19930601,서울강남지사,20161121,1-4,1150,현대엘리베이터(주),17,2.5,21,서울,강남구
2093,서울특별시 강남구 테헤란로 121,(역삼동),20240529,20241128,원빌딩,0077749,1,VVVF,엘리베이터,권상식,소방구조용,운행중,19930601,서울강남지사,19930601,1-1,1000,엘지산전(주) 창원공장,15,2.5,18,서울,강남구
2094,서울특별시 강남구 논현로85길 7,(역삼동),20240604,20241203,은혜빌딩,0008141,1,VVVF,엘리베이터,권상식,승객용,운행중,19910601,서울강남지사,19910601,1-1,900,신한엘리베이터(주),13,1,6,서울,강남구
2095,서울특별시 강남구 테헤란로 318,(역삼동),20230826,20240825,일옥빌딩,0034672,5,VVVF,엘리베이터,권상식,승객용,운행중,19970224,서울강남지사,20201013,1-5,1150,후지테크코리아(주),15,3,26,서울,강남구
2096,서울특별시 강남구 테헤란로37길 13-7,(역삼동),20240226,20240825,삼안빌딩,0034643,1,VVVF,엘리베이터,권상식,승객용,운행중,19910718,서울강남지사,19910718,1-1,550,티케이엘리베이터코리아(주),8,1,5,서울,강남구
2097,서울특별시 강남구 역삼로 114,(역삼동),20240130,20250129,현죽빌딩,0012433,3,VVVF,엘리베이터,권상식,소방구조용,운행중,19931221,서울강남지사,20210608,1-3,900,현대엘리베이터(주),12,1.5,20,서울,강남구
2098,서울특별시 강남구 테헤란로 126,(역삼동),20240601,20250531,대공빌딩,0057570,3,VVVF,엘리베이터,권상식,소방구조용,운행중,19920715,서울강남지사,20210601,1-3,1000,오티스엘리베이터(유)서울,13,1.75,19,서울,강남구
2099,서울특별시 강남구 선릉로93길 10,(역삼동),20230714,20240713,선일빌딩,0010904,1,VVVF,엘리베이터,권상식,승객용,운행중,19950123,서울강남지사,20200714,1-1,750,현대엘리베이터(주),10,1,7,서울,강남구
2100,서울특별시 강남구 언주로 319,(역삼동),20231123,20241122,사단법인조우회,0076409,1,VVVF,엘리베이터,권상식,승객용,운행중,20021024,서울강남지사,20231123,1-1,900,오티스엘리베이터(유)서울,12,1,7,서울,강남구
2101,서울특별시 강남구 테헤란로 521,(삼성동),20240122,20250121,그랜드 인터컨티넨탈 서울 파르나스,0076958,8,VVVF,엘리베이터,권상식,승객용,운행중,19880601,서울강남지사,20160524,1-8,1600,한국미쓰비시엘리베이터(주)(서울),20,2.5,35,서울,강남구
2102,서울특별시 강남구 삼성로 542,(삼성동),20240511,20241110,(주)석천디앤디,0011863,1,VVVF,엘리베이터,권상식,승객용,운행중,19900601,서울강남지사,19900601,1-1,550,엘지산전(주) 창원공장,8,1,7,서울,강남구
2103,서울특별시 강남구 강남대로96길 16,(역삼동),20240212,20250211,원성빌딩,0033296,1,VVVF,엘리베이터,권상식,승객용,운행중,19930601,서울강남지사,20180212,1-1,550,오티스엘리베이터(유)서울,8,1,6,서울,강남구
2104,서울특별시 강남구 테헤란로 421,(삼성동),20240419,20241018,암천빌딩,0099653,1,VVVF,엘리베이터,권상식,승객용,운행중,19921230,서울강남지사,19921230,1-1,1000,오티스엘리베이터(유)서울,15,1,7,서울,강남구
2105,서울특별시 강남구 테헤란로 114,(역삼동),20231112,20241111,역삼빌딩,0078321,3,VVVF,엘리베이터,권상식,승객용,운행중,19960110,서울강남지사,20201112,1-3,1350,현대엘리베이터(주),18,3.5,21,서울,강남구
2106,서울특별시 강남구 삼성로 511,(삼성동),20240116,20250115,골든타워,0105427,8,VVVF,엘리베이터,권상식,소방구조용,운행중,19950619,서울강남지사,20150714,1-8,750,오티스엘리베이터(유)서울,11,1.75,28,서울,강남구
2107,서울특별시 강남구 테헤란로 445,(삼성동),20231128,20241127,본솔빌딩,0066096,3,VVVF,엘리베이터,권상식,소방구조용,운행중,19961001,서울강남지사,20180307,1-3,750,현대엘리베이터(주),11,1.75,22,서울,강남구
2108,서울특별시 강남구 개포로 621,(개포동),20231211,20241210,서울주택도시공사,0065126,5,VVVF,엘리베이터,권상식,소방구조용,운행중,19980518,서울강남지사,20190327,1-5,900,티케이엘리베이터코리아(주),13,3,19,서울,강남구
2109,서울특별시 강남구 논현로105길 52,(역삼동),20231201,20241130,리치타워아파트,0057463,1,VVVF,엘리베이터,권상식,승객용,운행중,19951228,서울강남지사,20201201,1-1,600,현대엘리베이터(주),8,1,7,서울,강남구
2110,서울특별시 강남구 학동로105길 30,(청담동),20230917,20240916,청담신동아아파트,0075872,2,VVVF,엘리베이터,권상식,승객용,운행중,19961121,서울강남지사,20200917,1-2,680,티케이엘리베이터코리아(주),9,1.5,15,서울,강남구
2111,서울특별시 강남구 학동로64길 14,(삼성동),20240603,20241202,삼성동현대아파트,0067528,2,VVVF,엘리베이터,권상식,소방구조/장애인용,운행중,19980818,서울강남지사,19980818,101-2,1000,현대엘리베이터(주),15,1.5,22,서울,강남구
2112,서울특별시 강남구 테헤란로7길 21,(역삼동),20240711,20250710,국립어린이청소년도서관,0056836,2,VVVF,엘리베이터,권상식,승객화물용,운행중,19810104,서울강남지사,20220127,서고,1150,한국승강기(주),15,1,6,서울,강남구
2113,서울특별시 강남구 언주로 850,(신사동),20230902,20240901,스타빌딩,0045525,1,VVVF,엘리베이터,권상식,승객용,운행중,20000718,서울강남지사,20000718,1-1,600,오티스엘리베이터(유),9,1,6,서울,강남구
2114,서울특별시 강남구 압구정동,378 선상,20180216,20190215,(주)선스톤쉬핑,0079857,1,VVVF,엘리베이터,권상식,승객용,운행중지(검사연기),20000727,서울강남지사,20000727,1-1,600,코네엘리베이터코리아(주)-폐업,9,1,4,서울,강남구
2115,서울특별시 강남구 영동대로 513,(삼성동),20231002,20241001,무역센터전시동,0067203,3,VVVF,엘리베이터,권상식,승객용,운행중,20000117,서울강남지사,20000117,전시관-3,1000,현대엘리베이터(주),15,1.75,7,서울,강남구
