발생일자,건물명,승강기고유번호,주소,사고구분
2022-06-20,문경빌딩,5014489,충청남도 논산시 중앙로410번길 6 (취암동),중대사고
2022-06-23,학익동아풍림아파트,2091739,"인천광역시 미추홀구 소성로 120 (학익동, 동아풍림아파트)",중대사고
2022-06-26,(주)홈플러스 서귀포점,9800149,제주특별자치도 서귀포시 중앙로 180 (동홍동),중대사고
2022-06-27,(주)광주신세계,7800083,광주광역시 서구 무진대로 932 (광천동),중대사고
2022-06-27,(주)이마트-광명소하점,3801845,경기도 광명시 소하로 97 (소하동),중대사고
2022-06-27,(주)이마트-광명소하점,3801845,경기도 광명시 소하로 97 (소하동),중대사고
2022-06-29,한국철도공사정읍역,7801519,전라북도 정읍시 서부산업도로 305  (연지동),중대사고
2022-06-29,홈플러스 안양점,3801885,경기도 안양시 동안구 엘에스로 92 (호계동),중대사고
2022-06-29,평택현촌이편한세상,2153315,"경기도 평택시 현촌1로 7 (용이동, e편한세상평택)",중대사고
2022-06-30,진월현대2차아파트,7013376,"광주광역시 남구 서문대로654번길 33 (진월동, 진월2차 현대아파트)",중대사고
2022-06-30,구미공단동우림필유,6013765,경상북도 구미시 수출대로3길 130 (공단동，우림필유아파트),중대사고
2022-07-01,퀸즈파크옥길C동,3815535,경기도 부천시 옥길로 124 (옥길동),중대사고
2022-07-01,쌍용스윗닷홈아파트,2106133,경기도 안성시 공도읍 진건중길 15-13 ,중대사고
2022-07-02,양화타워,0067786,서울특별시 강남구 테헤란로20길 5 (역삼동),중대사고
2022-07-02,송도성지리벨루스아파트,2034728,인천광역시 연수구 신송로6번길 7 (송도동),중대사고
2022-07-07,롯데백화점미아점,1806797,서울특별시 강북구 도봉로 62 (미아동),중대사고
2022-07-09,서울교통공사4호선수유역,1809189,서울특별시 강북구 도봉로 지하 338 (수유동),중대사고
2022-07-12,(주)벡스코,8800885,부산광역시 해운대구 APEC로 55 (우동),중대사고
2022-07-13,영등포본동 주민센터,0026636,서울특별시 영등포구 신길로61길 17 (영등포동),중대사고
2022-07-14,대전성모병원,5054872,대전광역시 중구 대흥로 64 (대흥동),중대사고
2022-07-16,온천 SK HUB SKY,8803083,부산광역시 동래구 중앙대로 1523 (온천동),중대사고
2022-07-17,힐스테이트상도센트럴파크,0063549,서울특별시 동작구 상도로 346-1 (상도동),중대사고
2022-07-19,부산해양자연사박물관,8020402,"부산광역시 동래구 우장춘로 175 (온천동,부산해양자연사박물관)",중대사고
2022-07-21,신도림 테크노마트,1807425,서울특별시 구로구 새말로 97 (구로동),중대사고
2022-07-24,벡스코(제2전시장),8803547,부산광역시 해운대구 APEC로 30 (우동),중대사고
2022-07-25,동대문카운트에비뉴,1812479,서울특별시 동대문구 사가정로 80 (답십리동) ,중대사고
2022-07-29,호려울마을4단지아파트,5063933,세종특별자치시  남세종로 469 (보람동),중대사고
2022-07-31,롯데마트울산점,8801433,울산광역시 남구 삼산로 74 (달동),중대사고
2022-08-01,홈플러스(주)분당오리점,2143945,경기도 성남시 분당구 탄천상로151번길 20 (구미동),중대사고
2022-08-01,강남터미널지하상가,1806944,서울특별시 서초구 신반포로 200 (반포동),중대사고
2022-08-02,울산역,8804930,울산광역시 울주군 삼남면 울산역로 177 ,중대사고
2022-08-03,탄동농협하나로마트,5060168,대전광역시 유성구 반석로 100 (반석동),중대사고
2022-08-03,(주)이마트여수점,7800332,전라남도 여수시 좌수영로 277 (오림동),중대사고
2022-08-04,수지프라자,2046377,경기도 용인시 수지구 풍덕천로 127 (풍덕천동),중대사고
2022-08-06,(주)신세계경기점,3804642,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2022-08-07,퀸즈파크옥길C동,3815536,경기도 부천시 옥길로 124 (옥길동),중대사고
2022-08-10,뉴코아아울렛,1802280,서울특별시 서초구 잠원로 51 (잠원동),중대사고
2022-08-15,용두산공원,8800103,부산광역시 중구 용두산길 37-55 (광복동2가),중대사고
2022-08-16,(주)이마트창동점,0043722,서울특별시 도봉구 노해로65길 4 (창동),중대사고
2022-08-18,리첸시아용산A블럭,1800551,서울특별시 용산구 백범로 341 (문배동),중대사고
2022-08-19,인천보훈병원,3813968,인천광역시 미추홀구 인주대로 138 (용현동),중대사고
2022-08-19,가람마을5단지아파트,2135797,"경기도 파주시 가람로116번길 40 (와동동, 가람마을5단지아파트)",중대사고
2022-08-20,태화현대1차아파트,8053739,부산광역시 부산진구 가야대로 635-20 (당감동),중대사고
2022-08-20,문현세종그랑시아,8050010,부산광역시 남구 수영로 12 (문현동),중대사고
2022-08-21,(주)신세계백화점타임스퀘어점패션관,1804052,서울특별시 영등포구 영중로 9 (영등포동4가),중대사고
2022-08-23,신도림 테크노마트,1807424,서울특별시 구로구 새말로 97 (구로동),중대사고
2022-08-27,신도림 테크노마트,1807478,서울특별시 구로구 새말로 97 (구로동),중대사고
2022-08-28,현대백화점대구점,6800764,대구광역시 중구 달구벌대로 2077 (계산동2가),중대사고
2022-08-28,(주)이마트제주점,9800162,"제주특별자치도 제주시 탑동로 38 (삼도이동, (주)이마트제주점)",중대사고
2022-08-28,한국철도공사남원역,7800733,전라북도 남원시 교룡로 71 ,중대사고
2022-08-29,부산교통공사 개금역,8801280,"부산광역시 부산진구 가야대로 442 (개금동,개금역)",중대사고
2022-08-31,롯데월드,1801949,서울특별시 송파구 올림픽로 240 (잠실동),중대사고
2022-08-31,(주)신세계경기점,3804614,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2022-09-04,퀸즈파크옥길C동,3815536,경기도 부천시 옥길로 124 (옥길동),중대사고
2022-09-05,신일빌딩 HJ자산개발,0035882,서울특별시 강남구 테헤란로 425 (삼성동),중대사고
2022-09-07,신도림 테크노마트,1807478,서울특별시 구로구 새말로 97 (구로동),중대사고
2022-09-08,코스트코세종점,5074060,세종특별자치시 종합운동장1로 14 (대평동),중대사고
2022-09-08,용봉동 중흥S-클래스빌,7021264,"광주광역시 북구 서하로106번길 25 (용봉동, 중흥S-클래스)",중대사고
2022-09-08,홈플러스 안양점,3801885,경기도 안양시 동안구 엘에스로 92 (호계동),중대사고
2022-09-11,정자아이파크,2025329,경기도 성남시 분당구 백현로 100 (정자동),중대사고
2022-09-17,(주)대전신세계아트앤사이언스,5803575,대전광역시 유성구 엑스포로 1 (도룡동),중대사고
2022-09-18,은하수공원,5800121,세종특별자치시  연기면 정안세종로 1527 ,중대사고
2022-09-20,홈플러스대구성서점,6802472,대구광역시 달서구 달구벌대로 1467  (용산동),중대사고
2022-09-23,롯데쇼핑(주)센텀시티점,8803326,부산광역시 해운대구 센텀남대로 59 (우동),중대사고
2022-09-27,쌍용IT타워B동,2143284,경기도 성남시 중원구 둔촌대로 531 (상대원동),중대사고
2022-09-27,(주)우남산업 센트럴프라자,8803926,울산광역시 중구 번영로 329 (옥교동),중대사고
2022-09-28,(주)신세계백화점강남점,0067701,서울특별시 서초구 신반포로 176 (반포동),중대사고
2022-09-29,연수서해그랑블1단지,2187674,"인천광역시 연수구 봉재산로 20 (동춘동, 연수 서해그랑블 1단지)",중대사고
2022-09-29,금곡삼익3차아파트,2084334,경기도 수원시 권선구 서수원로 589 (금곡동),중대사고
2022-10-01,안동병원,6800895,경상북도 안동시 앙실로 11 (수상동),중대사고
2022-10-02,파인애비뉴,1800395,서울특별시 중구 을지로 100 (을지로2가),중대사고
2022-10-04,이마트 성남점,3802037,경기도 성남시 수정구 수정로 201 (태평동),중대사고
2022-10-05,홈플러스울산점,8803869,울산광역시 중구 번영로 475 (복산동),중대사고
2022-10-05,철도공사송탄역사,3801195,경기도 평택시 송탄공원로 43 (신장동),중대사고
2022-10-05,반석빌딩,5002302,충청남도 계룡시 계룡대로 245 (금암동),중대사고
2022-10-09,부산신세계프리미엄아울렛,8804079,부산광역시 기장군 장안읍 정관로 1133 ,중대사고
2022-10-09,파주홈플러스 운정점,3808729,경기도 파주시 청암로17번길 17 (목동동),중대사고
2022-10-11,(주)이마트창동점,1803377,서울특별시 도봉구 노해로65길 4 (창동),중대사고
2022-10-12,롯데쇼핑(주)센텀시티점,8803336,부산광역시 해운대구 센텀남대로 59 (우동),중대사고
2022-10-15,소래포구종합어시장,3806158,인천광역시 남동구 소래역로 12 (논현동),중대사고
2022-10-16,(주)신세계경기점,3804617,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2022-10-16,동아아울렛 강북점,6800305,대구광역시 북구 칠곡중앙대로 416 (읍내동),중대사고
2022-10-17,리버타워빌딩(상가),1804201,서울특별시 영등포구 63로 36 (여의도동),중대사고
2022-10-17,한국철도공사군산역,7800739,전라북도 군산시 내흥2길 197  (내흥동),중대사고
2022-10-18,달서경찰서 민원동,6059147,대구광역시 달서구 학산로 55 (월성동),중대사고
2022-10-19,목동10단지아파트,0032839,"서울특별시 양천구 목동서로 400 (신정동, 목동신시가지아파트10단지)",중대사고
2022-10-20,삼정프라자아울렛DC백화점,1807499,서울특별시 강서구 방화동로 126 (방화동),중대사고
2022-10-20,한국철도공사익산역,7801517,전라북도 익산시 익산대로 153 (창인동2가),중대사고
2022-10-20,동대구복합환승센터,6803319,대구광역시 동구 동부로 149 (신천동),중대사고
2022-10-24,여의도자이오피스텔501동,1803444,"서울특별시 영등포구 여의동로3길 10 (여의도동, 여의도자이)",중대사고
2022-10-27,가톨릭대학교 은평성모병원,1813919,서울특별시 은평구 통일로 1021 (진관동),중대사고
2022-10-27,파라다이스시티(1단계 2차),3813967,"인천광역시 중구 영종해안남로321번길 186 , (운서동)",중대사고
2022-10-31,부산교통공사 1호선 동래역,8001490,부산광역시 동래구 중앙대로 1324 (온천동),중대사고
2022-11-02,신도림 테크노마트,1807478,서울특별시 구로구 새말로 97 (구로동),중대사고
2022-11-03,에스알프라자(SR프라자),3801038,경기도 용인시 수지구 만현로 120 (상현동),중대사고
2022-11-04,아모레퍼시픽신사옥,1813871,서울특별시 용산구 한강대로 100 (한강로2가),중대사고
2022-11-04,롯데백화점미아점,1806798,서울특별시 강북구 도봉로 62 (미아동),중대사고
2022-11-07,삼성증권빌딩,6026277,대구광역시 수성구 달구벌대로 2424 (범어동),중대사고
2022-11-15,이마트풍산점,3808345,경기도 고양시 일산동구 무궁화로 237 (중산동),중대사고
2022-11-16,M-서청주파크자이,5079126,충청북도 청주시 흥덕구 2순환로 1106 (비하동),중대사고
2022-11-19,신도림 테크노마트,1807483,서울특별시 구로구 새말로 97 (구로동),중대사고
2022-11-21,(주)유타몰,1806667,서울특별시 성북구 동소문로 106 (동선동1가),중대사고
2022-11-22,산격거평타운,6011479,대구광역시 북구 유통단지로3길 7 (산격동),중대사고
2022-11-22,신세계본점(신관),1801521,서울특별시 중구 소공로 63 (충무로1가),중대사고
2022-11-24,고덕센트럴푸르지오상가,0148568,서울특별시 강동구 고덕로 399 (고덕동),중대사고
2022-11-25,이토타워,3803247,인천광역시 남동구 예술로 138 (구월동),중대사고
2022-11-26,(주)신세계경기점,2129754,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2022-11-30,골든벨타워(유니온랜드),2058839,경기도 부천시 길주로 181  (중동),중대사고
2022-12-02,남양반월타운아파트,7038871,전라북도 전주시 덕진구 쪽구름로 123 ,중대사고
2022-12-03,부천역사(주),3806508,경기도 부천시 부천로 1 (심곡본동),중대사고
2022-12-04,신도림 테크노마트,1807478,서울특별시 구로구 새말로 97 (구로동),중대사고
2022-12-06,오피스텔트레벨,3802048,경기도 하남시 대청로 15 (신장동),중대사고
2022-12-07,서울교통공사3호선연신내역,1800463,서울특별시 은평구 통일로 849 (갈현동),중대사고
2022-12-11,에스아이비메디컬타워,2220869,경기도 고양시 덕양구 권율대로 685 (원흥동),중대사고
2022-12-12,파인애비뉴,1800395,서울특별시 중구 을지로 100 (을지로2가),중대사고
2022-12-15,(주)이마트 마포점,1809456,서울특별시 마포구 백범로 212 (신공덕동，대우 월드마크마포),중대사고
2022-12-18,이마트 봉선점,7800140,광주광역시 남구 봉선로 198 (봉선동),중대사고
2022-12-22,(주)이마트창동점,1803377,서울특별시 도봉구 노해로65길 4 (창동),중대사고
2022-12-23,홈플러스유성점,5800312,대전광역시 유성구 한밭대로 502  (봉명동),중대사고
2022-12-24,(주)이마트익산점,7800802,전라북도 익산시 평동로 705 (동산동),중대사고
2022-12-24,양주옥정계룡더파크포레NHF아파트,2214560,"경기도 양주시 옥정로2길 265 (옥정동, 더 파크포레 계룡건설 엔에이치에프)",중대사고
2022-12-25,(주)이마트안동점,6800886,경상북도 안동시 옥동1길 2 (옥동),중대사고
2022-12-25,신세계백화점의정부점,3804161,경기도 의정부시 평화로 525 (의정부동),중대사고
2022-12-29,롯데월드몰(8호선연결통로),1807831,서울특별시 송파구 올림픽로 305 (신천동),중대사고
2022-12-30,중앙농협하나로마트,1801753,서울특별시 광진구 뚝섬로 639 (자양동),중대사고
2023-01-02,산본매화1차아파트,2143259,"경기도 군포시 곡란로 26 (산본동, 매화1차아파트)",중대사고
2023-01-02,서울북부고용센터,0049513,서울특별시 노원구 노해로 450 (상계동),중대사고
2023-01-03,화성능동마트,2260726,경기도 화성시 여울로 189-15(능동) ,중대사고
2023-01-05,울산역,8804930,울산광역시 울주군 삼남면 울산역로 177 ,중대사고
2023-01-05,(주)이마트 목동점,1803734,서울특별시 양천구 오목로 299 (목동),중대사고
2023-01-05,한국철도공사서울본부일산선마두역,3805072,경기도 고양시 일산동구 중앙로 지하1180 (마두동),중대사고
2023-01-07,롯데월드몰,1810035,서울특별시 송파구 올림픽로 240 (잠실동),중대사고
2023-01-08,용현동211-8근생,2251512,경기도 의정부시 용현동 211-8 ,중대사고
2023-01-08,(주)신세계센트럴시티(호텔부문),1810313,서울특별시 서초구 신반포로 176 (반포동),중대사고
2023-01-08,천안청수어울림/금호,5089329,충청남도 천안시 동남구 청수1길 10-5 (청수동),중대사고
2023-01-10,아세아도 사옥,2023401,경기도 성남시 중원구 순환로 210 (상대원동),중대사고
2023-01-12,(주)신세계 마산점,8801703,경상남도 창원시 마산합포구 합포로 251 (산호동),중대사고
2023-01-13,서울교통공사7호선공릉역,1806715,서울특별시 노원구 동일로 1074 (공릉동),중대사고
2023-01-14,홈플러스 향남점,3800364,경기도 화성시 향남읍 향남로 402 ,중대사고
2023-01-14,(주)신세계경기점,3804639,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2023-01-15,홈플러스 동촌점,6802296,대구광역시 동구 동촌로 127 (검사동),중대사고
2023-01-16,서울역 공항철도,1814487,서울특별시 용산구 청파로 378 (동자동) 서울역사내,중대사고
2023-01-16,한국철도공사경춘선춘천역,4800667,강원도 춘천시 공지로 591 춘천역사 3층 고객지원실 (근화동),중대사고
2023-01-17,연세대학교원주세브란스기독병원,4800464,강원도 원주시 일산로 20 (일산동),중대사고
2023-01-18,롯데월드몰(송파지하광장),1807839,서울특별시 송파구 송파대로 567 (잠실동),중대사고
2023-01-18,롯데몰동부산점,8805019,부산광역시 기장군 기장읍 기장해안로 147 ,중대사고
2023-01-31,세종 파이낸스센터 2차 (52BL),5800164,세종특별자치시 가름로 194 (어진동),중대사고
2023-01-31,롯데월드,1801868,서울특별시 송파구 올림픽로 240 (잠실동),중대사고
2023-02-01,(주)신세계백화점강남점,1805101,서울특별시 서초구 신반포로 176 (반포동),중대사고
2023-02-02,롯데마트 삼양점,1809130,서울특별시 강북구 삼양로 247 (미아동),중대사고
2023-02-06,중앙상가사업협동조합,7800691,전라북도 전주시 완산구 태평3길 70 (태평동),중대사고
2023-02-07,롯데쇼핑(주)노원점,1806621,서울특별시 노원구 동일로 1414 (상계동),중대사고
2023-02-10,서울교통공사7호선천왕역,1810909,서울특별시 구로구 오리로 1154 (오류동),중대사고
2023-02-10,폴라렉스,8800418,부산광역시 북구 만덕대로 23 (덕천동),중대사고
2023-02-10,킨텍스 제2전시장,3801552,경기도 고양시 일산서구 킨텍스로 217-59 (대화동),중대사고
2023-02-13,광교호반베르디움아파트,2103989,경기도 수원시 영통구 웰빙타운로 70 (이의동),중대사고
2023-02-15,롯데마트군산점,7801468,전라북도 군산시 수송로 185 (수송동),중대사고
2023-02-15,신도림 테크노마트,1807478,서울특별시 구로구 새말로 97 (구로동),중대사고
2023-02-18,공항철도 공덕역사,1801022,서울특별시 마포구 백범로28길 17 (염리동),중대사고
2023-02-19,롯데캐슬그랜드,6013319,"대구광역시 달서구 장산남로 33 (용산동, 롯데캐슬아파트)",중대사고
2023-02-21,학익정광아파트,2080077,"인천광역시 미추홀구 한나루로357번길 87-18 (학익동, 정광아파트)",중대사고
2023-02-22,(주)세이브존전주점,7800694,전라북도 전주시 완산구 팔달로 262-6 (서노송동),중대사고
2023-02-22,(주)신세계경기점,3804617,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2023-02-23,이마트 봉선점,7800140,광주광역시 남구 봉선로 198 (봉선동),중대사고
2023-02-25,쉐르빌쇼핑타운,0027479,서울특별시 동대문구 장한로 119 (장안동),중대사고
2023-02-25,동아아울렛 강북점,6800304,대구광역시 북구 칠곡중앙대로 416 (읍내동),중대사고
2023-02-25,루원시티SK리더스뷰,2241167,인천광역시 서구 가정로 437 ,중대사고
2023-02-25,롯데마트울산점,8801433,울산광역시 남구 삼산로 74 (달동),중대사고
2023-02-25,(주)즐거운세상인터불고호텔지점,6800259,대구광역시 수성구 팔현길 212 (만촌동),중대사고
2023-02-26,롯데몰.롯데마트-수원점,3808056,경기도 수원시 권선구 세화로 134 (서둔동),중대사고
2023-02-27,(주)광주신세계,7800087,광주광역시 서구 무진대로 932 (광천동),중대사고
2023-03-01,봉명역사,5800846,충청남도 천안시 동남구 차돌로 51 (봉명동),중대사고
2023-03-01,CJ제일제당센터,1801754,서울특별시 중구 동호로 330 (쌍림동),중대사고
2023-03-02,강원대학교병원,4800069,강원도 춘천시 백령로 156 (효자동),중대사고
2023-03-08,와이즈파크,1806006,서울특별시 마포구 양화로 176 (동교동),중대사고
2023-03-11,랜드마크시티센트럴더샵,2219437,"인천광역시 연수구 랜드마크로 68 (송도동, 랜드마크시티센트럴더샵)",중대사고
2023-03-15,롯데월드몰,1810230,서울특별시 송파구 올림픽로 240 (잠실동),중대사고
2023-03-15,쉐라톤서울디큐브씨티호텔,0097737,서울특별시 구로구 경인로 662 (신도림동，디큐브시티),중대사고
2023-03-16,여의도자이오피스텔501동,1803444,"서울특별시 영등포구 여의동로3길 10 (여의도동, 여의도자이)",중대사고
2023-03-17,충북대학교병원,5803255,충청북도 청주시 서원구 1순환로 776 (개신동),중대사고
2023-03-19,(주)신세계백화점강남점,1812108,서울특별시 서초구 신반포로 176 (반포동),중대사고
2023-03-19,롯데몰.롯데마트-수원점,3808051,경기도 수원시 권선구 세화로 134 (서둔동),중대사고
2023-03-20,롯데백화점미아점,1806776,서울특별시 강북구 도봉로 62 (미아동),중대사고
2023-03-20,롯데백화점미아점,1806776,서울특별시 강북구 도봉로 62 (미아동),중대사고
2023-03-20,기아자동차 화성공장,2086955,경기도 화성시 우정읍 기아자동차로 95 ,중대사고
2023-03-20,한국철도공사 동대구역,6800088,대구광역시 동구 동대구로 550 (신암동),중대사고
2023-03-20,서곡두산아파트,7018448,전라북도 전주시 완산구 서곡로 22 (효자동3가，서곡두산아파트),중대사고
2023-03-21,서울교통공사6호선새절역,1809467,서울특별시 은평구 증산로 400 (신사동),중대사고
2023-03-21,대구보훈병원,6800426,대구광역시 달서구 월곡로 60  (도원동),중대사고
2023-03-22,스타시티영존,1801344,서울특별시 광진구 능동로 110 (화양동),중대사고
2023-03-22,광명장미아파트,5046785,충청남도 천안시 서북구 미라2길 19 (쌍용동),중대사고
2023-03-23,프란치스코교육회관,0089339,서울특별시 중구 정동길 9 (정동),중대사고
2023-03-23,(주)벡스코,8801147,부산광역시 해운대구 APEC로 55 (우동),중대사고
2023-03-24,대구교통공사 2호선 만촌역,6002067,대구광역시 수성구 달구벌대로 2584 (만촌동),중대사고
2023-03-29,(주)세이브존전주점,7800695,전라북도 전주시 완산구 팔달로 262-6 (서노송동),중대사고
2023-03-30,한국철도공사 경산역,6802230,경상북도 경산시 중앙로 1 (사정동)철도공사 경산역,중대사고
2023-04-02,(주)광주신세계이마트,7800388,광주광역시 서구 죽봉대로 61 (화정동),중대사고
2023-04-03,삼산현대아파트,8038700,"울산광역시 남구 월평로 253  (삼산동, 삼산현대아파트)",중대사고
2023-04-03,한국철도공사경춘선마석역,3807674,경기도 남양주시 화도읍 마석중앙로 107 ,중대사고
2023-04-06,용인세브란스병원,3813067,경기도 용인시 기흥구 동백죽전대로 363 ,중대사고
2023-04-06,신세계본점(신관),1801543,서울특별시 중구 소공로 63 (충무로1가),중대사고
2023-04-06,골드클래스어반시티아파트,7067862,광주광역시 남구 서문대로812번길 4-8 ,중대사고
2023-04-12,롯데몰수지점,3816830,경기도 용인시 수지구 성복2로 38 (성복동),중대사고
2023-04-13,(주)삼성냉장,8048269,부산광역시 사하구 원양로 313 (감천동),중대사고
2023-04-13,한국철도공사경춘선마석역,3807671,경기도 남양주시 화도읍 마석중앙로 107 ,중대사고
2023-04-14,용산데시앙포레아파트,0152564,"서울특별시 용산구 효창원로 227  (효창동, 용산 데시앙 포레)",중대사고
2023-04-14,서울교통공사 1호선 청량리역,1809137,서울특별시 동대문구 왕산로 지하 205 (전농동),중대사고
2023-04-19,(주)이마트-광명소하점,3801848,경기도 광명시 소하로 97 (소하동),중대사고
2023-04-22,한국철도공사경의중앙선도심역,3807650,경기도 남양주시 와부읍 덕소로 237 ,중대사고
2023-04-23,롯데백화점(청량리점),1802412,서울특별시 동대문구 왕산로 214 (전농동),중대사고
2023-04-23,아이온시티,8801099,부산광역시 부산진구 서면로 74 (부전동),중대사고
2023-04-24,서부농수산물도매시장,7042192,광주광역시 서구 매월2로 16 (매월동),중대사고
2023-04-24,미래숲유치원,2158537,경기도 용인시 기흥구 이현로 86-4 (보정동) 1층 사무실,중대사고
2023-04-24,(주)광주신세계,7800083,광주광역시 서구 무진대로 932 (광천동),중대사고
2023-04-30,(주)신세계경기점,3804634,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2023-05-02,관악산휴먼시아아파트,0097133,"서울특별시 관악구 난곡로 55 (신림동, 관악산휴먼시아2단지아파트)",중대사고
2023-05-02,(주)대전신세계아트앤사이언스,5803550,대전광역시 유성구 엑스포로 1 (도룡동),중대사고
2023-05-02,하이파크시티일산파밀리에,2017760,경기도 고양시 일산서구 하이파크3로 61 (덕이동),중대사고
2023-05-02,럭스나인N동,0122516,서울특별시 강서구 마곡중앙5로1길 21 (마곡동),중대사고
2023-05-04,한국철도공사경춘선청평역,3807659,경기도 가평군 청평면 청평역로 97-33 ,중대사고
2023-05-05,한국철도공사 대전역사,5803259,대전광역시 동구 중앙로 215 (정동),중대사고
2023-05-05,(주)홈플러스밀양점,8801683,경상남도 밀양시 점필재로 45 홈플러스(내이동),중대사고
2023-05-05,인덕원역사,3087414,경기도 안양시 동안구 흥안대로 529 (관양동),중대사고
2023-05-05,해동마을한양수자인3차아파트,2064724,경기도 양주시 고읍남로39번길 84 (광사동),중대사고
2023-05-07,CS 프라자 칠성실업(주),0070847,서울특별시 광진구 아차산로 471 (구의동),중대사고
2023-05-09,대구교통공사 2호선 두류역,6800715,대구광역시 달서구 달구벌대로 지하1760 (두류동),중대사고
2023-05-10,부산교통공사 다대포항역,8806566,부산광역시 사하구 다대로 550 (다대동),중대사고
2023-05-10,더샾 동탄 센텀폴리스 오피스텔,2260443,경기도 화성시 동탄대로5길 15 ,중대사고
2023-05-12,동대구우체국,6028480,대구광역시 동구 동촌로 1 (입석동),중대사고
2023-05-15,부산교통공사 2호선 광안역,8800483,부산광역시 수영구 수영로582번길 10 (광안동),중대사고
2023-05-17,서광종합상가,2026546,경기도 의왕시 내손중앙로 43 (내손동),중대사고
2023-05-19,한국철도공사 동대구역,6800090,대구광역시 동구 동대구로 550 (신암동),중대사고
2023-05-19,이마트 신세계 김해점,8805310,경상남도 김해시 김해대로 2232 (외동),중대사고
2023-05-20,김천골드클래스,6034570,경상북도 김천시 혁신2로 76 (율곡동),중대사고
2023-05-20,CCMM빌딩,0022169,서울특별시 영등포구 여의공원로 101 (여의도동),중대사고
2023-05-21,세신인더스트리(주),8900419,부산광역시 사하구 다산로225번길 20 (장림동),중대사고
2023-05-21,한국철도공사 동대구역,6800090,대구광역시 동구 동대구로 550 (신암동),중대사고
2023-05-23,엠포리움,8806539,경상남도 창원시 성산구 중앙대로100번길 13 (상남동),중대사고
2023-05-25,롯데월드,1801870,서울특별시 송파구 올림픽로 240 (잠실동),중대사고
2023-05-26,한국철도공사 대천역사,5800189,충청남도 보령시 대해로 116 (내항동),중대사고
2023-05-27,(주)가든파이브라이프,0076885,서울특별시 송파구 충민로 66 (문정동),중대사고
2023-05-29,롯데마트군산점,7801472,전라북도 군산시 수송로 185 (수송동),중대사고
2023-05-29,동아아울렛 강북점,6800307,대구광역시 북구 칠곡중앙대로 416 (읍내동),중대사고
2023-05-31,포스코센터,1805389,서울특별시 강남구 테헤란로 440 (대치동),중대사고
2023-06-01,한국철도공사경원선의정부역,3800064,경기도 의정부시 평화로 525 (의정부동),중대사고
2023-06-03,여주교리호반리젠시빌,2010968,경기도 여주시 세종로 254-16 (교동),중대사고
2023-06-05,서울교통공사6호선월드컵경기장,0104772,서울특별시 마포구 월드컵로 지하 240 (성산동),중대사고
2023-06-08,한국철도공사 분당선 수내역,3802508,경기도 성남시 분당구 성남대로 491 (수내동),중대사고
2023-06-08,평택역사,3804608,경기도 평택시 평택로 51 (평택동),중대사고
2023-06-08,양주옥정3차 A-2BL 대방디에트르,2270059,경기도 양주시 옥정동 869번지(A-2블럭) ,중대사고
2023-06-10,동대구복합환승센터,6803147,대구광역시 동구 동부로 149 (신천동),중대사고
2023-06-14,(주)서울시티타워,1806293,서울특별시 중구 후암로 110 (남대문로5가),중대사고
2023-06-14,한국철도공사 송내역,3802933,경기도 부천시 송내대로 43 (송내동),중대사고
2023-06-15,대구교통공사 2호선 신매역,6800344,대구광역시 수성구 달구벌대로 지하 3180  (매호동),중대사고
2023-06-15,예산산성주공아파트,5036423,충청남도 예산군 예산읍 아리랑로 77-6 ,중대사고
2023-06-16,양우프라자,2045416,경기도 오산시 오산로 164 (원동),중대사고
2023-06-16,동도미소드림아파트,7023472,전라북도 전주시 완산구 모악로 4651 (평화동2가，동도미소드림아파트),중대사고
2023-06-17,홈플러스천안신방점,5802477,충청남도 천안시 동남구 신촌1길 23 (신방동),중대사고
2023-06-19,한국철도공사 분당선 모란역,3802072,경기도 성남시 중원구 성남대로 1147 (성남동),중대사고
2023-06-20,신세계본점(신관),0038464,서울특별시 중구 소공로 63 (충무로1가),중대사고
2023-06-21,한국철도공사경의중앙선양원역,1809030,서울특별시 중랑구 송림길 147 (망우동),중대사고
2023-06-21,대림산업원당e-편한세상,2110276,"경기도 고양시 덕양구 호국로 859  (성사동, 대림e편한세상아파트)",중대사고
2023-06-22,대윤빌딩,0035673,서울특별시 강남구 영동대로96길 34 (삼성동),중대사고
2023-06-22,(주)세이브존전주점,7800694,전라북도 전주시 완산구 팔달로 262-6 (서노송동),중대사고
2023-06-23,청구2차아파트,0003390,서울특별시 서대문구 통일로 344 (홍제동),중대사고
2023-06-24,진천터미널,5803061,충청북도 진천군 진천읍 중앙북1길 3 ,중대사고
2023-06-25,신세계본점(신관),1801511,서울특별시 중구 소공로 63 (충무로1가),중대사고
2023-06-25,장항선온양온천역사,5802813,충청남도 아산시 온천대로 1496 (온천동),중대사고
2023-06-25,(주)광주신세계,7800130,광주광역시 서구 무진대로 932 (광천동),중대사고
2023-06-26,인덕원역사,3807421,경기도 안양시 동안구 흥안대로 529 (관양동),중대사고
2023-06-27,KORAIL 정부과천청사역,2143872,경기도 과천시 중앙로 지하 100 (별양동),중대사고
