발생일자,건물명,승강기고유번호,주소,사고구분
2008-01-23,한국공항공사부산지역본부,8803420,부산광역시 강서구 공항진입로 108 (대저2동),중대사고
2008-01-27,한국철도공사 부산역,8800449,부산광역시 동구 중앙대로 206 (초량동),중대사고
2008-01-28,부산교통공사 1호선 노포동역,8800026,부산광역시 금정구 중앙대로 2238 (노포동),중대사고
2008-02-04,SF훼미리(주),,인천광역시 서구 백범로934번길 21 (가좌동),중대사고
2008-02-04,신도림테크노마트,1807479,서울특별시 구로구 새말로 97 (구로동),중대사고
2008-02-16,한국철도공사서울본부경의선화정역,3801482,경기도 고양시 덕양구 화정로 지하60 (화정동),중대사고
2008-02-20,한국철도공사분당선수서역,1903266,서울특별시 강남구 광평로 지하 270 (수서동),중대사고
2008-02-22,부산교통공사3호선숙등역,8803591,부산광역시 북구 만덕대로 79 (덕천동),중대사고
2008-02-26,서울교통공사5호선영등포구청역,1804458,서울특별시 영등포구 양산로 지하 116 (당산동3가),중대사고
2008-03-01,김천역사,6800874,경상북도 김천시 김천로 111 (평화동),중대사고
2008-03-03,(주)동원에프앤비,,서울특별시 서초구 마방로 60 (양재동),중대사고
2008-03-03,서울교통공사7호선철산역,3801711,경기도 광명시 철산로 지하 13 (철산동),중대사고
2008-03-04,제주물항,,광주광역시 동구 필문대로 200 (산수동),중대사고
2008-03-05,홈플러스(주)분당오리점,3807868,경기도 성남시 분당구 탄천상로151번길 20 (구미동),중대사고
2008-03-05,한국철도공사경의중앙선덕소역,3807643,경기도 남양주시 와부읍 덕소로 56 ,중대사고
2008-03-10,관악센츄리타워,,서울특별시 관악구 남부순환로 1808 (봉천동),중대사고
2008-03-11,한국철도공사 영등포역,1804595,"서울특별시 영등포구 경인로 846 , 3층 종합안내소(역무실)  (영등포동)",중대사고
2008-03-17,한국철도공사경의중앙선팔당역,3807631,경기도 남양주시 와부읍 팔당로 107 ,중대사고
2008-03-17,조화참기름,,광주광역시 서구 매월4로 30 (매월동),중대사고
2008-03-18,화도농협하나로마트,3804047,경기도 남양주시 화도읍 경춘로 1981-12 ,중대사고
2008-03-23,서울교통공사7호선가산디지털단지역,1803490,서울특별시 금천구 벚꽃로 309  (가산동),중대사고
2008-03-23,동영빌딩,0006900,서울특별시 광진구 구의로 28 (구의동),중대사고
2008-03-25,부산교통공사 연산역,8801183,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2008-03-25,(주)동성모터스 부산서비스센터,8047484,부산광역시 부산진구 동성로 135 (전포동),중대사고
2008-03-26,거제2차현대홈타운,8054570,부산광역시 연제구 법원북로 16 (거제동),중대사고
2008-03-27,운남주공2차아파트,7012850,"광주광역시 광산구 목련로273번길 76  (운남동, 주공아파트)",중대사고
2008-03-29,옥토끼우주센터,,인천광역시 강화군 불은면 강화동로 403 ,중대사고
2008-03-29,(주)이마트경산점,6800711,경상북도 경산시 옥산로 227 (중산동),중대사고
2008-04-02,대구도시철도공사1호선 송현역,6802369,대구광역시 달서구 월배로 지하 412  (송현동),중대사고
2008-04-03,대구도시철도공사2호선 반월당역,6800294,대구광역시 중구 달구벌대로 지하2100 (덕산동),중대사고
2008-04-05,한국철도공사 분당선 가천대역,3807472,경기도 성남시 수정구 성남대로 지하1332  (태평동),중대사고
2008-04-06,서울교통공사6호선화랑대역,1802483,서울특별시 노원구 화랑로 510 (공릉동),중대사고
2008-04-07,다모코스메틱,,"인천광역시 남동구 남동대로262번길 63 , 남동공단 52블럭 3로트 (논현동)",중대사고
2008-04-09,롯데쇼핑(주)롯데마트서현점,3802012,경기도 성남시 분당구 황새울로311번길 28 (서현동),중대사고
2008-04-14,대구도시철도공사1호선 대구역,6802419,대구광역시 북구 칠성남로30길 지하 24  (칠성동2가),중대사고
2008-04-18,철도공사 화서역사,,경기도 수원시 팔달구 덕영대로 692 (화서동),중대사고
2008-04-20,화서프라자,2011974,경기도 수원시 팔달구 덕영대로 695 (화서동),중대사고
2008-04-21,대구파티마병원,,대구광역시 동구 아양로 99 (신암동),중대사고
2008-04-25,대구도시철도공사1호선 대구역,6802411,대구광역시 북구 칠성남로30길 지하 24  (칠성동2가),중대사고
2008-04-25,웨스턴돔타워,3805256,경기도 고양시 일산동구 정발산로 24  (장항동),중대사고
2008-04-26,서울교통공사5호선천호역,,서울특별시 강동구 천호대로 997 (천호동),중대사고
2008-04-26,월드쇼핑C동,3805507,경기도 성남시 분당구 탄천상로151번길 20 (구미동),중대사고
2008-05-02,단계은행아파트,,"강원도 원주시 원문로 175  (단계동, 단계 은행아파트)",중대사고
2008-05-04,한국철도공사 부전역,8800286,부산광역시 부산진구 부전로 181 (부전동),중대사고
2008-05-05,한국공항공사광주지사,7800202,광주광역시 광산구 상무대로 420-25 (신촌동),중대사고
2008-05-07,관악산휴먼시아아파트,0097172,"서울특별시 관악구 난곡로 55 (신림동, 관악산휴먼시아2단지아파트)",중대사고
2008-05-09,YP센터,0029525,서울특별시 영등포구 선유로 165 (양평동3가),중대사고
2008-05-13,홈플러스울산남구점,8009444,울산광역시 남구 수암로 148 (야음동),중대사고
2008-05-15,한국철도공사 부전역,8800287,부산광역시 부산진구 부전로 181 (부전동),중대사고
2008-05-16,한국철도공사 부전역,8800287,부산광역시 부산진구 부전로 181 (부전동),중대사고
2008-05-17,롯데역사(주),1803683,서울특별시 영등포구 경인로 846 (영등포동),중대사고
2008-05-18,부산교통공사3호선덕천역,8803611,부산광역시 북구 금곡대로 지하 14 (덕천동),중대사고
2008-05-20,구미역사상업시설,6800872,"경상북도 구미시 구미중앙로 76 , 구미역사 상업시설 (원평동)",중대사고
2008-05-23,다산이마트,3800213,경기도 남양주시 도농로 24 (도농동),중대사고
2008-05-24,경부선천안역사,5800810,충청남도 천안시 동남구 대흥로 239 (대흥동),중대사고
2008-05-25,홈플러스테스코(주) 칠곡IC점,,대구광역시 북구 관음로 43 (관음동),중대사고
2008-05-26,부천고등학교,3901524,경기도 부천시 경인로92번길 70 (송내동),중대사고
2008-05-26,롯데쇼핑(주)롯데마트대덕점,5802947,대전광역시 유성구 테크노중앙로 14 (관평동),중대사고
2008-06-01,(주)오산시네마,2013382,경기도 오산시 원동로37번길 46 (원동),중대사고
2008-06-04,부산교통공사 연산역,8801186,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2008-06-05,(주)이마트천안점,5800944,충청남도 천안시 서북구 충무로 187 (쌍용동),중대사고
2008-06-05,한국철도공사 분당선 이매역,3807495,경기도 성남시 분당구 성남대로 지하 738 (이매동),중대사고
2008-06-06,롯데쇼핑(주)노원점,1086635,서울특별시 노원구 동일로 1414 (상계동),중대사고
2008-06-06,휴앤락몰,8804237,경상남도 김해시 내외중앙로 137 (내동),중대사고
2008-06-11,국제빌딩,2074019,인천광역시 남동구 남동대로 925-1  (간석동),중대사고
2008-06-14,청학스파빌,2000952,경기도 남양주시 별내면 청학로 78 ,중대사고
2008-06-15,(주)롯데백화점 대구역사점,6802373,대구광역시 북구 태평로 161 (칠성동2가),중대사고
2008-06-17,서울교통공사6호선대흥역,1801000,서울특별시 마포구 대흥로 85 (대흥동),중대사고
2008-06-18,홈플러스 동광주점,7801048,광주광역시 북구 동문대로 200 (두암동),중대사고
2008-06-18,부산교통공사 연산역,8801186,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2008-06-22,부산교통공사 사상역,8801105,부산광역시 사상구 사상로 203 (괘법동),중대사고
2008-06-26,민락중학교,3902119,경기도 의정부시 오목로 151 (민락동),중대사고
2008-06-29,(주)이마트트레이더스비산점,6802275,대구광역시 서구 팔달로 54 (비산동),중대사고
2008-06-30,부산교통공사 서면역 2호선,8801101,부산광역시 부산진구 중앙대로 730 (부전동),중대사고
2008-07-02,신원(주),,경기 수원시 권선구 오목천동 788-1 ,중대사고
2008-07-03,롯데마트양주점,3800081,경기도 양주시 평화로 1547 (회정동),중대사고
2008-07-07,산남대원칸타빌1단지,5006498,충청북도 청주시 서원구 두꺼비로 63 (산남동),중대사고
2008-07-07,롯데마트울산점,8801433,울산광역시 남구 삼산로 74 (달동),중대사고
2008-07-10,진시황,,울산 울주군 범서읍 굴화리 208-3 ,중대사고
2008-07-11,롯데쇼핑(주)롯데마트동래점,8801014,부산광역시 동래구 중앙대로 1393 (온천동),중대사고
2008-07-13,(주)신세계백화점강남점,1805119,서울특별시 서초구 신반포로 176 (반포동),중대사고
2008-07-14,김천역사,6800877,경상북도 김천시 김천로 111 (평화동),중대사고
2008-07-18,대구도시철도공사2호선 용산역,6800297,대구광역시 달서구 달구벌대로 지하 1476 (용산동),중대사고
2008-07-23,롯데마트양주점,3800075,경기도 양주시 평화로 1547 (회정동),중대사고
2008-07-28,구미역사상업시설,6800869,"경상북도 구미시 구미중앙로 76 , 구미역사 상업시설 (원평동)",중대사고
2008-07-28,성창스위트빌,8016208,경상남도 거창군 거창읍 죽전6길 23-3 ,중대사고
2008-07-30,(주)농협창동유통센터,1809761,서울특별시 도봉구 마들로11길 20 (창동),중대사고
2008-08-01,대곡주공2단지미리샘,6026191,대구광역시 달서구 한실로 134 (도원동),중대사고
2008-08-01,롯데월드,1801922,서울특별시 송파구 올림픽로 240 (잠실동),중대사고
2008-08-02,(주)신세계센트럴시티,1801820,서울특별시 서초구 신반포로 176 (반포동),중대사고
2008-08-05,(주)벡스코,8800885,부산광역시 해운대구 APEC로 55 (우동),중대사고
2008-08-08,목동파라곤,1804624,서울특별시 양천구 목동서로 155 (목동),중대사고
2008-08-09,(주)농협사료부산바이오,8053310,부산광역시 남구 우암로 337 (문현동),중대사고
2008-08-10,(주)빙그레도농공장,2038393,경기도 남양주시 미금로 57 (도농동),중대사고
2008-08-11,진미파라곤,0061488,서울특별시 영등포구 국회대로 800 (여의도동),중대사고
2008-08-12,현대빌딩,,서울특별시 성동구 상원10길 11-10 (성수동1가),중대사고
2008-08-13,aT센터,1802644,서울특별시 서초구 강남대로 27 (양재동),중대사고
2008-08-17,수원애경역사(주),3807335,경기도 수원시 팔달구 덕영대로 924 (매산로1가),중대사고
2008-08-17,서울교통공사5호선종로3가역,1800009,서울특별시 종로구 돈화문로11길 지하26  (돈의동),중대사고
2008-08-19,부산교통공사 자갈치역,8803502,부산광역시 중구 구덕로 80 자갈치역,중대사고
2008-08-21,해주빌딩,0007604,서울특별시 강남구 개포로 666 (일원동),중대사고
2008-08-22,대구도시철도공사1호선 대구역,6802421,대구광역시 북구 칠성남로30길 지하 24  (칠성동2가),중대사고
2008-08-24,대구도시철도공사1호선 명덕역,6802391,대구광역시 중구 명덕로 지하 185 (남산동),중대사고
2008-08-26,한국철도공사경의중앙선회기역,1802491,서울특별시 동대문구 회기로 196 (휘경동),중대사고
2008-08-27,송산주공7단지아파트,2064928,경기도 의정부시 용현로 118 (민락동),중대사고
2008-08-28,온천 SK HUB SKY,8803073,부산광역시 동래구 중앙대로 1523 (온천동),중대사고
2008-08-28,롯데마트부평점,3806069,인천광역시 부평구 마장로 296 (산곡동),중대사고
2008-08-29,태안하나로마트,,경기도 화성시 병점3로 19 (병점동),중대사고
2008-08-30,의정부센트럴타워,3800142,경기도 의정부시 시민로 80 (의정부동),중대사고
2008-09-01,롯데쇼핑(주)롯데마트연수점,3803121,인천광역시 연수구 청능대로 87 (청학동),중대사고
2008-09-02,나운세경아파트,7801478,전라북도 군산시 하나운로 28 (나운동),중대사고
2008-09-15,롯데마트구로점,1803992,서울특별시 구로구 경인로 482 (구로동),중대사고
2008-09-16,서울교통공사6호선역촌역,1808103,서울특별시 은평구 서오릉로 지하 63 (녹번동),중대사고
2008-09-17,서울교통공사7호선건대입구역,1805838,서울특별시 광진구 능동로 지하 110 (화양동),중대사고
2008-09-22,좋은삼선병원,8004126,부산광역시 사상구 가야대로 326 (주례동),중대사고
2008-09-22,부산교통공사 사상역,8801105,부산광역시 사상구 사상로 203 (괘법동),중대사고
2008-09-23,롯데역사(주),1803682,서울특별시 영등포구 경인로 846 (영등포동),중대사고
2008-09-26,부천역사,3806507,경기도 부천시 부천로 1  (심곡본동),중대사고
2008-10-01,한국철도공사경의중앙선회기역,1802492,서울특별시 동대문구 회기로 196 (휘경동),중대사고
2008-10-07,대구도시철도공사1호선 송현역,6802370,대구광역시 달서구 월배로 지하 412  (송현동),중대사고
2008-10-08,부산교통공사 사상역,8801105,부산광역시 사상구 사상로 203 (괘법동),중대사고
2008-10-10,삼성전자목포서비스센터,,전라남도 목포시 옥암로 143 (상동),중대사고
2008-10-12,(주)이마트-산본점,3801796,경기도 군포시 산본로 347 (산본동),중대사고
2008-10-18,렛츠런파크부산경남,8801752,경상남도 김해시 가락대로 929-1 (수가동),중대사고
2008-10-22,롯데마트마산점,8801632,경상남도 창원시 마산합포구 신마산시장길 33 (창포동3가),중대사고
2008-10-23,서울교통공사7호선가산디지털단지역,1803489,서울특별시 금천구 벚꽃로 309  (가산동),중대사고
2008-10-23,롯데프라자,2092523,인천광역시 부평구 마장로 310 (산곡동),중대사고
2008-11-01,롯데역사(주),1803682,서울특별시 영등포구 경인로 846 (영등포동),중대사고
2008-11-06,E-MART광산점,7800030,광주광역시 광산구 사암로 172 (우산동),중대사고
2008-11-11,한국철도공사경의중앙선팔당역,3807632,경기도 남양주시 와부읍 팔당로 107 ,중대사고
2008-11-11,후곡9단지LG롯데아파트,2112949,"경기도 고양시 일산서구 후곡로 10 (일산동, 후곡마을9단지아파트)",중대사고
2008-11-11,온천 SK HUB SKY,8803073,부산광역시 동래구 중앙대로 1523 (온천동),중대사고
2008-11-12,부산교통공사 사상역,8801105,부산광역시 사상구 사상로 203 (괘법동),중대사고
2008-11-12,이수화학사옥,,서울특별시 서초구 사평대로 84 (반포동),중대사고
2008-11-16,(주)한웰,5800701,충청북도 청주시 상당구 성안로 19-2  (북문로1가),중대사고
2008-11-19,롯데쇼핑(주)롯데마트익산점,7800582,전라북도 익산시 무왕로 1053 (영등동),중대사고
2008-11-20,롯데쇼핑(주)롯데마트서산점,5800751,충청남도 서산시 충의로 27 (예천동),중대사고
2008-11-21,(주)이마트제주점,9800160,"제주특별자치도 제주시 탑동로 38 (삼도이동, (주)이마트제주점)",중대사고
2008-11-26,대구도시철도공사1호선 동대구역,6800333,대구광역시 동구 동대구로 지하 530 (신천동),중대사고
2008-11-27,대구도시철도공사2호선 경대병원역,6800195,대구광역시 중구 달구벌대로 지하2190 (삼덕동2가),중대사고
2008-11-29,(주)우진패션비즈(오렌지아울렛),3800011,경기도 남양주시 화도읍 경춘로 1725 ,중대사고
2008-12-01,부산교통공사 모라역,,부산광역시 사상구 사상로 500 (모라동),중대사고
2008-12-04,인천아트플랫폼,2121641,인천광역시 중구 제물량로218번길 3  (해안동1가),중대사고
2008-12-10,인아프라자,2036851,인천광역시 남동구 인하로507번길 23 (구월동),중대사고
2008-12-14,대구도시철도공사2호선 반월당역,6800291,대구광역시 중구 달구벌대로 지하2100 (덕산동),중대사고
2008-12-15,롯데쇼핑(주)롯데마트동래점,8801008,부산광역시 동래구 중앙대로 1393 (온천동),중대사고
2008-12-18,대구도시철도공사2호선 범어역,6800267,대구광역시 수성구 달구벌대로 지하2396 (범어동),중대사고
2008-12-23,롯데VICmarket도봉점,1803110,서울특별시 도봉구 마들로 645 (방학동),중대사고
2008-12-23,대구도시철도공사1호선 대구역,6802411,대구광역시 북구 칠성남로30길 지하 24  (칠성동2가),중대사고
2008-12-30,한국철도공사경의중앙선팔당역,3807632,경기도 남양주시 와부읍 팔당로 107 ,중대사고
2009-01-02,대구도시철도공사1호선 신기역,6802456,대구광역시 동구 안심로 지하159 (신기동),중대사고
2009-01-06,대전도시철도탄방역,5800482,대전광역시 서구 문정로48번길 지하 19  (탄방동),중대사고
2009-01-08,(주)대웅제약,,경기도 용인시 처인구 포곡읍 두계로 72 ,중대사고
2009-01-15,한국철도공사 부산역,8800502,부산광역시 동구 중앙대로 206 (초량동),중대사고
2009-01-16,다산이마트,3800205,경기도 남양주시 도농로 24 (도농동),중대사고
2009-01-21,서울교통공사6호선삼각지역,,서울특별시 용산구 한강대로 지하185 (한강로1가),중대사고
2009-01-21,제일프라자(고려개발),3800549,경기도 화성시 영통로61번길 6 (반월동),중대사고
2009-01-22,롯데역사(주),1803683,서울특별시 영등포구 경인로 846 (영등포동),중대사고
2009-01-22,(주)이마트 가양점,1803526,서울특별시 강서구 양천로 559 (가양동),중대사고
2009-01-24,롯데마트수지점,3804876,경기도 용인시 기흥구 진산로 116 (보정동),중대사고
2009-01-24,롯데쇼핑(주)롯데마트상무점,7800437,광주광역시 서구 시청로 40  (치평동),중대사고
2009-01-24,롯데쇼핑(주)롯데마트사상점,8800163,부산광역시 사상구 낙동대로 733 (엄궁동) 롯데마트사상점,중대사고
2009-01-30,대구도시철도공사2호선 경대병원역,6800200,대구광역시 중구 달구벌대로 지하2190 (삼덕동2가),중대사고
2009-02-02,부산교통공사 연산역,8800034,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2009-02-04,한국철도공사서울본부-서울역,1809408,서울특별시 용산구 한강대로 405 (동자동),중대사고
2009-02-16,(주)롯데백화점 대구역사점,6802373,대구광역시 북구 태평로 161 (칠성동2가),중대사고
2009-02-17,을지대학교병원,5802901,대전광역시 서구 둔산서로 95 (둔산동),중대사고
2009-02-19,(주)아이엠아이빌딩,7009732,전라북도 전주시 덕진구 가리내로 56 (금암동),중대사고
2009-02-21,롯데쇼핑(주)롯데마트여수점,7800294,전라남도 여수시 국포1로 36 (국동),중대사고
2009-02-28,한국철도공사 부전역,8800286,부산광역시 부산진구 부전로 181 (부전동),중대사고
2009-02-28,비비피아,2065097,경기도 오산시 원동로37번길 30 (원동),중대사고
2009-03-01,서울교통공사5호선신정역,1808063,서울특별시 양천구 오목로 지하 179  (신정동),중대사고
2009-03-03,광전자(주)신흥공장,,전라북도 익산시 약촌로 133 (신흥동),중대사고
2009-03-03,대구도시철도공사2호선 죽전역,6800234,대구광역시 달서구 달구벌대로 지하 1560 (죽전동),중대사고
2009-03-05,마음사랑병원,,전라북도 완주군 소양면 소양로 465-23 ,중대사고
2009-03-05,롯데마트수지점,3804878,경기도 용인시 기흥구 진산로 116 (보정동),중대사고
2009-03-09,신협중앙회회관,5800496,대전광역시 서구 한밭대로 745  (둔산동),중대사고
2009-03-17,한국철도공사 쌍용역사,5800776,충청남도 천안시 서북구 쌍용19로 20 (쌍용동),중대사고
2009-03-23,대구도시철도공사1호선 신기역,,대구광역시 동구 안심로 지하159 (신기동),중대사고
2009-03-25,경부선천안역사,5800810,충청남도 천안시 동남구 대흥로 239 (대흥동),중대사고
2009-03-25,(주)이마트 가양점,0020943,서울특별시 강서구 양천로 559 (가양동),중대사고
2009-03-30,대구도시철도공사2호선 죽전역,6800229,대구광역시 달서구 달구벌대로 지하 1560 (죽전동),중대사고
2009-04-06,대구도시철도공사2호선 반월당역,6800293,대구광역시 중구 달구벌대로 지하2100 (덕산동),중대사고
2009-04-12,한양식품,,서울특별시 금천구 두산로 5-2 (독산동),중대사고
2009-04-13,롯데역사(주),1803634,서울특별시 영등포구 경인로 846 (영등포동),중대사고
2009-04-23,한국철도공사 장항역,5800261,충청남도 서천군 마서면 장항역길 55 ,중대사고
2009-04-23,조은금강병원,8902139,경상남도 김해시 김해대로 1814-37 (삼계동),중대사고
2009-04-29,서륭상사(주),,"부산광역시 사하구 두송로146번길 36 , 서륭상사(주) (구평동)",중대사고
2009-04-29,산본10단지주몽2차아파트,2157011,경기도 군포시 광정로 122 (산본동，주몽아파트),중대사고
2009-04-29,대구도시철도공사2호선 문양역,6802114,대구광역시 달성군 다사읍 문양역길 71 ,중대사고
2009-05-02,나운세경아파트,7800584,전라북도 군산시 하나운로 28 (나운동),중대사고
2009-05-02,이마트칠성점,6800120,대구광역시 북구 침산로 93  (칠성동2가),중대사고
2009-05-03,올리브팜스그랜드,,충청북도 청주시 청원구 충청대로 135 (율량동),중대사고
2009-05-14,롯데역사(주),1803682,서울특별시 영등포구 경인로 846 (영등포동),중대사고
2009-05-15,건양대학교병원,5028521,대전광역시 서구 관저동로 158 (관저동),중대사고
2009-05-16,롯데마트-의왕점,3801131,경기도 의왕시 계원대학로 7 (내손동),중대사고
2009-05-25,경부고속철도 광명역사,3807911,경기도 광명시 광명역로 21 (일직동),중대사고
2009-05-26,부천역사,3806504,경기도 부천시 부천로 1  (심곡본동),중대사고
2009-05-31,대구도시철도공사1호선 동대구역,6800331,대구광역시 동구 동대구로 지하 530 (신천동),중대사고
2009-06-03,현대백화점(천호점),1805586,서울특별시 강동구 천호대로 1005 (천호동),중대사고
2009-06-17,(주)이마트 구미점,6800851,경상북도 구미시 구미대로 256 (광평동),중대사고
2009-06-19,(주)성우테이프,,경기도 광주시 곤지암읍 경충대로184번길 7-22 ,중대사고
2009-06-23,속초조양2주공아파트,4003019,강원도 속초시 온정로 24 (조양동),중대사고
2009-06-25,청아프라자,,인천광역시 서구 승학로 256 (심곡동),중대사고
2009-06-28,한국철도공사금천구청역,,서울특별시 금천구 시흥대로63길 91 (시흥동),중대사고
2009-06-30,(주)이마트학성점,8801448,울산광역시 중구 구교로 59 (학성동),중대사고
2009-07-04,의정부센트럴타워,3804115,경기도 의정부시 시민로 80 (의정부동),중대사고
2009-07-04,동서코아,,경기도 안산시 단원구 중앙대로 921 (고잔동),중대사고
2009-07-09,(주)이마트 계양점,3803274,인천광역시 계양구 봉오대로 785 (작전동),중대사고
2009-07-11,NC아울렛엑스코점,6802236,대구광역시 북구 유통단지로14길 22  (산격동),중대사고
2009-07-12,롯데쇼핑(주)롯데마트연수점,3803123,인천광역시 연수구 청능대로 87 (청학동),중대사고
2009-07-15,대구도시철도공사2호선 반월당역,6800294,대구광역시 중구 달구벌대로 지하2100 (덕산동),중대사고
2009-07-16,대구도시철도공사2호선 죽전역,6800227,대구광역시 달서구 달구벌대로 지하 1560 (죽전동),중대사고
2009-07-16,부천역사,3806504,경기도 부천시 부천로 1  (심곡본동),중대사고
2009-07-18,대구도시철도공사2호선 신매역,6800341,대구광역시 수성구 달구벌대로 지하 3180  (매호동),중대사고
2009-07-21,천을빌딩,0052360,서울특별시 도봉구 도당로13길 16 (방학동),중대사고
2009-07-27,대구도시철도공사1호선 칠성시장역,6802404,대구광역시 북구 칠성남로 지하 222 (칠성동1가),중대사고
2009-07-27,부산교통공사 남포동역,8803418,부산광역시 중구 구덕로 12 남포역,중대사고
2009-08-02,대구도시철도공사1호선 반월당역,6802397,대구광역시 중구 달구벌대로 지하 2100 (덕산동),중대사고
2009-08-04,대구도시철도공사2호선 반월당역,6800294,대구광역시 중구 달구벌대로 지하2100 (덕산동),중대사고
2009-08-13,롯데역사(주),1803634,서울특별시 영등포구 경인로 846 (영등포동),중대사고
2009-08-15,개봉한마을아파트,0096459,서울특별시 구로구 경인로 382 (개봉동，한마을아파트),중대사고
2009-08-15,폰테가데아,,서울특별시 중구 명동8길 27 (명동2가),중대사고
2009-08-18,에쉐르아이시네마쇼핑몰,0063851,서울특별시 영등포구 영중로 12 (영등포동3가),중대사고
2009-08-30,예산역,5800812,충청남도 예산군 예산읍 역전로 83 ,중대사고
2009-09-04,거제신현농협하나로마트수양점,8801926,경상남도 거제시 수양로 473 (양정동),중대사고
2009-09-06,온천 SK HUB SKY,8803074,부산광역시 동래구 중앙대로 1523 (온천동),중대사고
2009-09-09,금호타이어(주),7027391,전라남도 곡성군 입면 금호길 85-63 ,중대사고
2009-09-10,여의도순복음교회 은평성전,0006127,서울특별시 은평구 통일로 934 (불광동)여의도은평성전 기관실,중대사고
2009-09-15,부산교통공사 부암역,8801234,부산광역시 부산진구 가야대로 지하 719 (부암동),중대사고
2009-09-23,성은빌딩,2146262,경기도 성남시 중원구 광명로 124 (성남동),중대사고
2009-09-28,용운빌딩,0038326,서울특별시 동대문구 왕산로 68 (용두동),중대사고
2009-09-28,부산교통공사 연산역,8803525,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2009-09-29,장항선아산역사,5800821,충청남도 아산시 배방읍 희망로 90 ,중대사고
2009-10-01,유진빌딩,,대구광역시 남구 대명로 307-1 (대명동),중대사고
2009-10-01,롯데마트통영점,8802029,경상남도 통영시 무전대로 65 (무전동),중대사고
2009-10-02,동두천쎈츄럴시티,2097304,경기도 동두천시 중앙로 220 (생연동),중대사고
2009-10-05,부산교통공사 연산역,8803523,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2009-10-09,(주)이마트제주점,9800152,"제주특별자치도 제주시 탑동로 38 (삼도이동, (주)이마트제주점)",중대사고
2009-10-10,홈플러스가야점,8803048,부산광역시 부산진구 가야대로 506 (가야동),중대사고
2009-10-13,KORAIL 역곡역,3802772,경기도 부천시 역곡로 1 (역곡동),중대사고
2009-10-20,대구도시철도공사2호선 담티역,6800252,대구광역시 수성구 달구벌대로 지하 2672 (만촌동),중대사고
2009-10-20,삼정블루빌,8022911,부산광역시 동래구 차밭골로21번길 42-5 (온천동),중대사고
2009-11-05,박정한빌딩(리오베라빌딩),,서울특별시 성동구 마장로 230-1 (홍익동),중대사고
2009-11-08,롯데쇼핑(주)롯데마트안성점,3801210,경기도 안성시 공도읍 서동대로 4478 ,중대사고
2009-11-13,(주)이마트시지점,6800795,대구광역시 수성구 고산로 101 (신매동),중대사고
2009-11-15,홈플러스테스코(주)서면점,8800591,부산광역시 부산진구 동천로 4 (전포동),중대사고
2009-11-22,대구도시철도공사2호선 사월역,6800216,대구광역시 수성구 달구벌대로 지하 3290 (신매동),중대사고
2009-11-30,서울교통공사7호선장승배기역,1803945,서울특별시 동작구 상도2동 366,중대사고
2009-12-03,부산종합물류내(대상유통),,부산광역시 사상구 새벽시장로29번길 28 (감전동),중대사고
2009-12-06,나운세경아파트,7800584,전라북도 군산시 하나운로 28 (나운동),중대사고
2009-12-15,롯데쇼핑(주)롯데마트상무점,7800431,광주광역시 서구 시청로 40  (치평동),중대사고
2009-12-18,하남주공2단지,7021586,"광주광역시 광산구 월곡산정로 12 (우산동, 하남주공아파트)",중대사고
2009-12-21,(주)이마트 원주점,4800442,강원도 원주시 북원로 1928 (무실동),중대사고
2009-12-21,영등제일4차아파트,7023180,전라북도 익산시 무왕로9길 60  (영등동),중대사고
2009-12-25,롯데쇼핑(주)롯데마트익산점,7800576,전라북도 익산시 무왕로 1053 (영등동),중대사고
2009-12-27,(주)이마트 계양점,3803273,인천광역시 계양구 봉오대로 785 (작전동),중대사고
2009-12-28,롯데쇼핑(주)롯데마트 화정점,3801636,경기도 고양시 덕양구 화중로 66 (화정동),중대사고
2009-12-28,(주)이마트부평점,3806148,인천광역시 부평구 주부토로 241 (갈산동),중대사고
2009-12-28,이마트상봉점,1803305,서울특별시 중랑구 상봉로 118 (망우동),중대사고
2009-12-29,롯데쇼핑(주)빅마켓금천점,1807596,서울특별시 금천구 두산로 71 (독산동),중대사고
2009-12-29,(주)이마트수지점,3800409,경기도 용인시 수지구 수지로 203 (신봉동),중대사고
2009-12-29,"서울시메트로9호선,샛강역",1804591,서울특별시 영등포구 의사당대로 지하 166 (여의도동),중대사고
2009-12-29,롯데마트수지점,3804876,경기도 용인시 기흥구 진산로 116 (보정동),중대사고
2009-12-31,코리아 나이트클럽,,경기도 수원시 팔달구 경수대로 430 (인계동),중대사고
2010-01-03,부산교통공사 연산역,8800034,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2010-01-05,베네치아메가몰,1800454,서울특별시 중구 청계천로 400 (황학동),중대사고
2010-01-06,경부선천안역사,5800810,충청남도 천안시 동남구 대흥로 239 (대흥동),중대사고
2010-01-07,이마트 분당점,3807401,경기도 성남시 분당구 불정로 134 (정자동),중대사고
2010-01-09,부산교통공사 중앙동역,8800834,부산광역시 중구 중앙대로 83 중앙역,중대사고
