address1,address2,applcBeDt,applcEnDt,buldNm,elevatorNo,elvtrAsignNo,elvtrDetailForm,elvtrDiv,elvtrForm,elvtrKindNm,elvtrSttsNm,frstInstallationDe,inspctInsttNm,installationDe,installationPlace,liveLoad,mnfcturcpnynm,ratedCap,ratedSpeed,shuttleFloorCnt,sido,sigungu
서울시 강남구 삼성동 169-19,청담주상복합홍보관 (삼성동),20240707,20250706,청담주상복합 홍보관,0140444,1,VVVF,엘리베이터,권상식,승객용,운행중,20210707,서울강남지사,20210707,1-1,1000,(주)송산특수엘리베이터,13,1,4,서울,강남구
